  Mo   0.166666666666667   0.333333333333333   0.250000000000000  Mo
  Mo   0.333333333333333   0.166666666666667   0.750000000000000  Mo
  S    0.166666666666667   0.333333333333333   0.622350195515316  S 
  S    0.333333333333333   0.166666666666667   0.122350195515316  S 
  S    0.166666666666667   0.333333333333333   0.877649804484683  S 
  S    0.333333333333333   0.166666666666667   0.377649804484684  S 
  Mo   0.666666666666667   0.333333333333333   0.250000000000000  Mo
  Mo   0.833333333333333   0.166666666666667   0.750000000000000  Mo
  S    0.666666666666667   0.333333333333333   0.622350195515316  S 
  S    0.833333333333333   0.166666666666667   0.122350195515316  S 
  S    0.666666666666667   0.333333333333333   0.877649804484683  S 
  S    0.833333333333333   0.166666666666667   0.377649804484684  S 
  Mo   0.166666666666667   0.833333333333334   0.250000000000000  Mo
  Mo   0.333333333333333   0.666666666666667   0.750000000000000  Mo
  S    0.166666666666667   0.833333333333334   0.622350195515316  S 
  S    0.333333333333333   0.666666666666667   0.122350195515316  S 
  S    0.166666666666667   0.833333333333334   0.877649804484683  S 
  S    0.333333333333333   0.666666666666667   0.377649804484684  S 
  Mo   0.666666666666667   0.833333333333334   0.250000000000000  Mo
  Mo   0.833333333333333   0.666666666666667   0.750000000000000  Mo
  S    0.666666666666667   0.833333333333334   0.622350195515316  S 
  S    0.833333333333333   0.666666666666667   0.122350195515316  S 
  S    0.666666666666667   0.833333333333334   0.877649804484683  S 
  S    0.833333333333333   0.666666666666667   0.377649804484684  S 
