num_kpoints =       57
num_bands   =      160
nspin       =        1
 
ik =      1 (       0.00000000      0.00000000      0.00000000 )
      0.0000000100      0.0000000070      0.0000000098      0.0000000072
      0.0000000062      0.0000000057      0.9999996432      0.9999996424
      0.0000003078      0.0000003083      0.0000000626      0.0000000495
      0.0000000262      0.0000000128      0.0000001348      0.0000001381
      0.0000002459      0.0000002501      0.0000000004      0.0000000003
      0.9999998373      0.9999997269      0.9999998384      0.9999997290
      0.9999999896      0.9999999857      0.9999999155      0.9999993343
      0.0000000338      0.0000001952      0.0000003243      0.0000001393
      0.0000000182      0.0000000314      0.0000000039      0.0000000057
      0.0000000105      0.0000000050      0.0000000027      0.0000000047
      0.9999999978      0.0000000004      0.0000000012      0.0000000004
      0.0000000006      0.0000000006      0.0000000004      0.9999997985
      0.0000001199      0.0000000754      0.0000000006      0.0000000008
      0.0000000020      0.0000000023      0.0000000017      0.0000000017
      0.0000000041      0.0000000007      0.0000000048      0.0000000054
      0.0000000118      0.0000000279      0.0000000094      0.0000000155
      0.0000000409      0.0000000130      0.9999999857      0.9999999765
      0.9999999551      0.9999999734      0.9999999667      0.0000000016
      0.0000000025      0.0000000021      0.0000000024      0.0000000067
      0.0000000029      0.9999999246      0.9999999482      0.9999997937
      0.9999999411      0.0000000405      0.0000001973      0.0000000490
      0.0000000185      0.0000000622      0.0000000176      0.0000001147
      0.0000000024      0.0000000067      0.0000005790      0.0000000016
      0.0000000166      0.9999992902      0.9999999910      0.9999999969
      0.0000000021      0.0000000039      0.0000000033      0.0000000029
      0.0000000060      0.0000000042      0.0000000046      0.0000000240
      0.0000000060      0.0000046505      0.0000020143      0.0000021588
      0.9999979088      0.9999938498      0.9999998949      0.9999994695
      0.9999999877      0.9999999907      0.9999999854      0.9999999874
      0.0000000027      0.0000000051      0.0000000035      0.0000000032
      0.0000000110      0.0000000031      0.0000000025      0.0000000055
      0.0000000019      0.0000000013      0.0000000012      0.0000000014
      0.9999999571      0.0000000391      0.0000000020      0.0000000001
      0.9999999952      0.0000000026      0.0000000006      0.0000000002
      0.0000000010      0.0000000006      0.0000000009      0.0000000025
      0.0000000018      0.0000000118      0.0000000040      0.0000000263
      0.0000000023      0.9999999560      0.0000000042      0.0000000006
      0.0000000010      0.9999999474      0.0000000866      0.0000000872
      0.0000001106      0.9999999686      0.0000002377      0.0000005076
      0.0000007535      0.0002320888      0.0027647343      0.0801898834
 
ik =      2 (       0.02500000     -0.02500000     -0.00000000 )
      0.0000000103      0.0000000024      0.0000000103      0.0000000024
      0.0000000107      0.0000000107      0.9999996380      0.9999996353
      0.0000002437      0.0000002446      0.0000001350      0.0000001371
      0.0000000104      0.0000000104      0.0000001382      0.0000000445
      0.0000001393      0.0000000448      0.0000002090      0.0000002106
      0.9999998324      0.9999998336      0.9999997221      0.9999997242
      0.9999999895      0.9999999855      0.9999999130      0.9999992550
      0.0000004814      0.0000000360      0.0000001103      0.0000000440
      0.0000001413      0.0000000106      0.0000000128      0.0000000040
      0.0000000037      0.0000000059      0.0000000050      0.0000000016
      0.9999999978      0.0000000004      0.0000000004      0.0000000012
      0.0000000006      0.0000000004      0.0000000006      0.9999997991
      0.0000000463      0.0000000007      0.0000001479      0.0000000009
      0.0000000026      0.0000000020      0.0000000034      0.0000000018
      0.0000000025      0.0000000007      0.0000000023      0.0000000085
      0.0000000162      0.0000000100      0.0000000247      0.0000000200
      0.0000000128      0.0000000366      0.9999999851      0.9999999749
      0.9999999724      0.9999999555      0.9999999671      0.0000000017
      0.0000000009      0.0000000039      0.0000000026      0.0000000021
      0.0000000080      0.9999999486      0.9999999223      0.9999997992
      0.9999999107      0.0000000560      0.0000000747      0.0000001764
      0.0000000300      0.0000000192      0.0000000560      0.0000000094
      0.0000000925      0.0000000037      0.0000002869      0.0000000125
      0.0000001054      0.9999994990      0.9999999909      0.9999999969
      0.0000000029      0.0000000022      0.0000000048      0.0000000028
      0.0000000058      0.0000000047      0.0000000212      0.0000000048
      0.0000000058      0.9999732903      0.0000253892      0.0000014298
      0.0000022358      0.9999988394      0.9999988462      0.9999999212
      0.9999999871      0.9999999892      0.9999999871      0.9999999854
      0.0000000041      0.0000000026      0.0000000040      0.0000000043
      0.0000000031      0.0000000100      0.0000000021      0.0000000027
      0.0000000048      0.0000000016      0.0000000016      0.0000000007
      0.9999999118      0.0000000443      0.0000000002      0.0000000421
      0.9999999952      0.0000000016      0.0000000002      0.0000000016
      0.0000000013      0.0000000007      0.0000000006      0.0000000087
      0.0000000017      0.0000000028      0.0000000056      0.0000000029
      0.0000000021      0.9999999799      0.0000000013      0.0000000017
      0.0000000048      0.9999999073      0.0000001171      0.0000001123
      0.0000002319      0.9999999620      0.0000001213      0.0000010940
      0.0000005850      0.0035799006      0.0286403306      0.0400543654
 
ik =      3 (       0.05000000     -0.05000000     -0.00000000 )
      0.0000000106      0.0000000025      0.0000000106      0.0000000025
      0.0000000114      0.0000000114      0.9999996166      0.9999996125
      0.0000002494      0.0000002473      0.0000001555      0.0000001566
      0.0000000113      0.0000000113      0.0000001508      0.0000000415
      0.0000001507      0.0000000413      0.0000002259      0.0000002276
      0.9999998176      0.9999998178      0.9999997078      0.9999997098
      0.9999999892      0.9999999849      0.9999999045      0.9999988642
      0.0000008380      0.0000000433      0.0000001206      0.0000000603
      0.0000001483      0.0000000115      0.0000000139      0.0000000041
      0.0000000038      0.0000000064      0.0000000051      0.0000000016
      0.9999999977      0.0000000004      0.0000000004      0.0000000012
      0.0000000006      0.0000000004      0.0000000006      0.9999997864
      0.0000000769      0.0000000015      0.0000001281      0.0000000009
      0.0000000035      0.0000000023      0.0000000040      0.0000000019
      0.0000000022      0.0000000007      0.0000000027      0.0000000102
      0.0000000206      0.0000000121      0.0000000246      0.0000000219
      0.0000000128      0.0000000363      0.9999999825      0.9999999693
      0.9999999687      0.9999999564      0.9999999680      0.0000000018
      0.0000000011      0.0000000041      0.0000000033      0.0000000024
      0.0000000215      0.9999999348      0.9999999076      0.9999997914
      0.9999989822      0.0000001893      0.0000008722      0.0000001521
      0.0000000723      0.0000000238      0.0000000522      0.0000000082
      0.0000000581      0.0000000039      0.0000001070      0.0000000136
      0.0000000652      0.9999997530      0.9999999910      0.9999999969
      0.0000000031      0.0000000027      0.0000000055      0.0000000022
      0.0000000061      0.0000000051      0.0000000160      0.0000000043
      0.0000000074      0.9999991243      0.9999958751      0.0000047262
      0.0000001882      0.0000002579      0.9999999785      0.9999998535
      0.9999999729      0.9999999585      0.9999999847      0.9999999853
      0.0000000034      0.0000000023      0.0000000040      0.0000000048
      0.0000000028      0.0000000097      0.0000000022      0.0000000023
      0.0000000015      0.0000000047      0.0000000016      0.0000000006
      0.0000004338      0.0000000023      0.9998150947      0.0001844676
      0.9999999938      0.0000000035      0.0000000002      0.0000000011
      0.0000000014      0.0000000007      0.0000000007      0.0000000050
      0.0000000016      0.0000000024      0.0000000035      0.0000000016
      0.0000000019      0.9999999867      0.0000000037      0.0000000081
      0.0000000106      0.0000206065      0.0000015929      0.0000031560
      0.9999750715      0.9999999642      0.0000000676      0.0000007259
      0.0000017155      0.8593882801      0.0070378909      0.1625161270
 
ik =      4 (       0.07500000     -0.07500000     -0.00000000 )
      0.0000000111      0.0000000025      0.0000000111      0.0000000026
      0.0000000127      0.0000000128      0.9999995742      0.9999995678
      0.0000002840      0.0000002801      0.0000001697      0.0000000134
      0.0000001695      0.0000000135      0.0000001732      0.0000000371
      0.0000001737      0.0000000371      0.0000002580      0.0000002588
      0.9999997877      0.9999997889      0.9999996799      0.9999996807
      0.9999999886      0.9999999838      0.9999998861      0.9999956521
      0.0000039709      0.0000000583      0.0000001414      0.0000001054
      0.0000001612      0.0000000132      0.0000000163      0.0000000044
      0.0000000040      0.0000000070      0.0000000052      0.0000000017
      0.9999999976      0.0000000005      0.0000000004      0.0000000013
      0.0000000007      0.0000000004      0.0000000007      0.9999995383
      0.0000003377      0.0000000091      0.0000001040      0.0000000011
      0.0000000067      0.0000000029      0.0000000044      0.0000000022
      0.0000000023      0.0000000009      0.0000000036      0.0000000141
      0.0000000235      0.0000000121      0.0000000381      0.0000000223
      0.0000000244      0.0000000359      0.9999999748      0.9999999537
      0.9999999570      0.9999999575      0.9999999689      0.0000000020
      0.0000000016      0.0000000045      0.9999999332      0.0000000097
      0.0000000033      0.0000000155      0.9999997238      0.9999969063
      0.0000024120      0.0000009146      0.9999975753      0.0000021563
      0.0000001812      0.0000001235      0.0000000471      0.0000000057
      0.0000000458      0.0000000352      0.0000000045      0.0000000043
      0.0000000322      0.9999998820      0.9999999909      0.9999999968
      0.0000000035      0.0000000023      0.0000000057      0.0000000056
      0.0000000025      0.0000000070      0.0000000114      0.0000000050
      0.0000000174      0.9999997916      0.9999998845      0.9999906450
      0.0000095802      0.9999999458      0.0000000560      0.0000000814
      0.9999999898      0.9999999622      0.9999999846      0.9999999778
      0.0000000028      0.0000000046      0.0000000026      0.0000000050
      0.0000000019      0.0000000092      0.0000000022      0.0000000020
      0.0000000013      0.0000000046      0.0000000014      0.0000000005
      0.0000000084      0.0000000002      0.0000000456      0.9999999442
      0.9999999575      0.0000000002      0.0000000401      0.0000000008
      0.0000000016      0.0000000008      0.0000000008      0.0000000029
      0.0000000034      0.0000000013      0.0000000018      0.0000000015
      0.0000000015      0.9999999816      0.0000000071      0.0000000555
      0.0000000283      0.0000001011      0.0000000779      0.9999998713
      0.0000000390      0.9999992343      0.0000002539      0.0000012105
      0.0000041062      0.9988500014      0.0049645734      0.0561976123
 
ik =      5 (       0.10000000     -0.10000000     -0.00000000 )
      0.0000000117      0.0000000026      0.0000000117      0.0000000026
      0.0000000150      0.0000000151      0.9999995009      0.9999994955
      0.0000003446      0.0000003451      0.0000001875      0.0000000177
      0.0000001856      0.0000000177      0.0000002145      0.0000000325
      0.0000002147      0.0000000327      0.0000003125      0.0000003135
      0.9999997332      0.9999997353      0.9999996283      0.9999996296
      0.9999999876      0.9999999821      0.9999998457      0.0000097600
      0.9999895771      0.0000003319      0.0000000867      0.0000001837
      0.0000000453      0.0000001614      0.0000000139      0.0000000047
      0.0000000044      0.0000000079      0.0000000055      0.0000000019
      0.9999999974      0.0000000005      0.0000000004      0.0000000014
      0.0000000008      0.0000000004      0.0000000008      0.0000006141
      0.0000000345      0.9999992324      0.0000000034      0.0000000323
      0.0000000798      0.0000000037      0.0000000050      0.0000000028
      0.0000000024      0.0000000011      0.0000000054      0.0000000224
      0.0000000296      0.0000000133      0.0000001298      0.0000001592
      0.0000000242      0.9999998652      0.0000000355      0.9999998757
      0.9999998961      0.9999999584      0.9999999695      0.0000002857
      0.0000000060      0.0000005598      0.9999990741      0.0000001090
      0.0000002548      0.9999996950      0.9999997098      0.0000000482
      0.0000000034      0.0000000097      0.0000001490      0.0000001181
      0.9999998455      0.0000000979      0.0000000418      0.0000000045
      0.0000000266      0.0000000240      0.0000000058      0.0000000029
      0.0000000182      0.9999999905      0.9999999287      0.9999999966
      0.0000000038      0.0000000019      0.0000000051      0.0000000062
      0.0000000032      0.0000000081      0.0000000089      0.0000000255
      0.0000000541      0.9999999717      0.9999999002      0.9999999852
      0.9999997675      0.0000002937      0.9999999139      0.0000000393
      0.0000000251      0.9999999788      0.9999999821      0.9999999859
      0.0000000025      0.0000000055      0.0000000049      0.0000000039
      0.0000000012      0.0000000088      0.0000000021      0.0000000016
      0.0000000013      0.0000000045      0.0000000012      0.0000000004
      0.0000000021      0.0000000001      0.0000000162      0.9999999800
      0.0000000002      0.0000000148      0.9999999829      0.0000000007
      0.0000000019      0.0000000021      0.0000000037      0.0000000009
      0.0000000011      0.0000000046      0.0000000011      0.0000000043
      0.0000000028      0.0000000999      0.0000003963      0.9999994773
      0.0000003727      0.9999995657      0.0000001662      0.0000018449
      0.0000049845      0.0000060762      0.0000099303      0.9999656857
      0.0001549271      0.9985533673      0.8439415986      0.0736393927
 
ik =      6 (       0.12500000     -0.12500000     -0.00000000 )
      0.0000000127      0.0000000027      0.0000000127      0.0000000027
      0.0000000188      0.0000000190      0.9999993816      0.9999993732
      0.0000004574      0.0000004575      0.0000002916      0.0000000274
      0.0000002936      0.0000000275      0.0000002131      0.0000000308
      0.0000002130      0.0000000312      0.0000004103      0.0000004095
      0.9999996201      0.9999996245      0.9999995341      0.9999995350
      0.9999999863      0.9999999795      0.9999997225      0.0000006322
      0.0000101624      0.9999888066      0.0000001440      0.0000002659
      0.0000000350      0.0000002178      0.0000000203      0.0000000052
      0.0000000050      0.0000000092      0.0000000059      0.0000000021
      0.9999999972      0.0000000006      0.0000000004      0.0000000017
      0.0000000009      0.0000000004      0.0000000009      0.0000000238
      0.0000000059      0.0000000771      0.0000003306      0.9999995005
      0.0000000583      0.0000000054      0.0000000059      0.0000000039
      0.0000000025      0.0000000016      0.0000000102      0.0000000427
      0.0000000448      0.0000000170      0.9999999272      0.9999979640
      0.0000311773      0.0000056103      0.9999651994      0.0000000242
      0.0000000354      0.9999999585      0.9999999692      0.9999998460
      0.0000001071      0.0000000611      0.0000000035      0.0000000026
      0.0000000025      0.9999990962      0.0000005729      0.0000016595
      0.9999985703      0.0000000037      0.0000000039      0.0000000144
      0.9999999475      0.0000000780      0.0000000370      0.0000000048
      0.0000000208      0.0000000204      0.0000000088      0.0000000266
      0.0000000164      0.9999999150      0.9999999895      0.9999999963
      0.0000000015      0.0000000042      0.0000000043      0.0000000072
      0.0000000077      0.0000000065      0.0000000085      0.9999999830
      0.0000015377      0.0000021196      0.9999963509      0.9999999845
      0.9999987359      0.0000065865      0.9999946216      0.9999996158
      0.0000000248      0.0000003815      0.9999999873      0.9999999890
      0.0000000024      0.0000000059      0.0000000088      0.0000000032
      0.0000000014      0.0000000086      0.0000000012      0.0000000016
      0.0000000012      0.0000000045      0.0000000010      0.0000000003
      0.0000000010      0.0000000001      0.0000000122      0.9999999849
      0.0000000003      0.0000000024      0.9999999950      0.0000000005
      0.0000000018      0.0000000025      0.0000000045      0.0000000013
      0.0000000009      0.0000000017      0.0000000018      0.0000000074
      0.0000000024      0.0000002226      0.0000001276      0.0000003079
      0.9999995632      0.9999979847      0.0000052330      0.0000154629
      0.0000388864      0.0000226345      0.0000130971      0.9994172170
      0.9997015671      0.0010449056      0.9865425687      0.0017171865
 
ik =      7 (       0.15000000     -0.15000000     -0.00000000 )
      0.0000000138      0.0000000028      0.0000000138      0.0000000028
      0.0000000258      0.0000000257      0.9999991511      0.9999991486
      0.0000004603      0.0000004560      0.0000000240      0.0000000240
      0.0000006930      0.0000006925      0.0000002593      0.0000000898
      0.0000002589      0.0000000915      0.9999993342      0.9999993403
      0.0000005892      0.0000005918      0.9999993566      0.9999993542
      0.9999999843      0.9999999752      0.9999959139      0.0000037757
      0.0000005314      0.9999986370      0.0000002871      0.0000004685
