57 57
0 0 0 40 1
1 -1 0 40 1
2 -2 0 40 1
3 -3 0 40 1
4 -4 0 40 1
5 -5 0 40 1
6 -6 0 40 1
7 -7 0 40 1
8 -8 0 40 1
9 -9 0 40 1
10 -10 0 40 1
11 -11 0 40 1
12 -12 0 40 1
13 -13 0 40 1
14 -14 0 40 1
15 -15 0 40 1
16 -16 0 40 1
17 -17 0 40 1
18 -18 0 40 1
19 -19 0 40 1
20 -20 0 40 1
35 -37 0 72 1
34 -38 0 72 1
33 -39 0 72 1
32 -40 0 72 1
31 -41 0 72 1
30 -42 0 72 1
29 -43 0 72 1
28 -44 0 72 1
27 -45 0 72 1
26 -46 0 72 1
25 -47 0 72 1
24 -48 0 72 1
23 -46 0 72 1
22 -44 0 72 1
21 -42 0 72 1
20 -40 0 72 1
19 -38 0 72 1
18 -36 0 72 1
17 -34 0 72 1
16 -32 0 72 1
15 -30 0 72 1
14 -28 0 72 1
13 -26 0 72 1
12 -24 0 72 1
11 -22 0 72 1
10 -20 0 72 1
9 -18 0 72 1
8 -16 0 72 1
7 -14 0 72 1
6 -12 0 72 1
5 -10 0 72 1
4 -8 0 72 1
3 -6 0 72 1
2 -4 0 72 1
1 -2 0 72 1
0 0 0 72 1
