====================================================================
   i   j      r [au]   pdf: d(r)   rdf: g(r)   cn: n1(r)   cn: n2(r)
   1   1      5.5700      0.0748      0.4632      8.3762      8.3762
   1   1      5.5800      0.0783      0.4828      8.4044      8.4044
   1   1      5.5900      0.0805      0.4946      8.4334      8.4334
   1   1      5.6000      0.0818      0.5011      8.4628      8.4628
   1   1      5.6100      0.0816      0.4979      8.4922      8.4922
   1   1      5.6200      0.0862      0.5243      8.5233      8.5233
   1   1      5.6300      0.0869      0.5264      8.5545      8.5545
   1   1      5.6400      0.0885      0.5346      8.5864      8.5864
   1   1      5.6500      0.0911      0.5483      8.6192      8.6192
   1   1      5.6600      0.0937      0.5615      8.6529      8.6529
   1   1      5.6700      0.0978      0.5843      8.6881      8.6881
   1   1      5.6800      0.0984      0.5858      8.7236      8.7236
   1   1      5.6900      0.1016      0.6026      8.7601      8.7601
   1   1      5.7000      0.1066      0.6300      8.7985      8.7985
   1   1      5.7100      0.1080      0.6360      8.8374      8.8374
   1   1      5.7200      0.1125      0.6601      8.8779      8.8779
   1   1      5.7300      0.1133      0.6625      8.9186      8.9186
   1   1      5.7400      0.1166      0.6797      8.9606      8.9606
   1   1      5.7500      0.1191      0.6919      9.0035      9.0035
   1   1      5.7600      0.1195      0.6916      9.0465      9.0465
   1   1      5.7700      0.1260      0.7268      9.0919      9.0919
   1   1      5.7800      0.1301      0.7480      9.1387      9.1387
   1   1      5.7900      0.1288      0.7378      9.1851      9.1851
   1   1      5.8000      0.1339      0.7645      9.2333      9.2333
   1   1      5.8100      0.1382      0.7861      9.2830      9.2830
   1   1      5.8200      0.1428      0.8096      9.3344      9.3344
   1   1      5.8300      0.1449      0.8185      9.3866      9.3866
   1   1      5.8400      0.1466      0.8254      9.4393      9.4393
   1   1      5.8500      0.1483      0.8323      9.4927      9.4927
   1   1      5.8600      0.1506      0.8423      9.5469      9.5469
   1   1      5.8700      0.1524      0.8492      9.6018      9.6018
   1   1      5.8800      0.1556      0.8643      9.6578      9.6578
   1   1      5.8900      0.1592      0.8812      9.7151      9.7151
   1   1      5.9000      0.1630      0.8992      9.7738      9.7738
   1   1      5.9100      0.1615      0.8882      9.8319      9.8319
   1   1      5.9200      0.1642      0.8998      9.8910      9.8910
   1   1      5.9300      0.1651      0.9016      9.9505      9.9505
   1   1      5.9400      0.1704      0.9276     10.0118     10.0118
   1   1      5.9500      0.1719      0.9327     10.0737     10.0737
   1   1      5.9600      0.1716      0.9277     10.1355     10.1355
   1   1      5.9700      0.1755      0.9459     10.1987     10.1987
   1   1      5.9800      0.1757      0.9434     10.2619     10.2619
   1   1      5.9900      0.1766      0.9455     10.3255     10.3255
   1   1      6.0000      0.1768      0.9431     10.3891     10.3891
   1   1      6.0100      0.1794      0.9539     10.4537     10.4537
   1   1      6.0200      0.1798      0.9529     10.5185     10.5185
   1   1      6.0300      0.1816      0.9591     10.5838     10.5838
   1   1      6.0400      0.1836      0.9664     10.6499     10.6499
   1   1      6.0500      0.1826      0.9584     10.7157     10.7157
   1   1      6.0600      0.1858      0.9717     10.7826     10.7826
   1   1      6.0700      0.1850      0.9641     10.8491     10.8491
   1   1      6.0800      0.1860      0.9665     10.9161     10.9161
   1   1      6.0900      0.1832      0.9489     10.9821     10.9821
   1   1      6.1000      0.1854      0.9570     11.0488     11.0488
   1   1      6.1100      0.1833      0.9430     11.1148     11.1148
   1   1      6.1200      0.1865      0.9565     11.1820     11.1820
   1   1      6.1300      0.1829      0.9346     11.2478     11.2478
   1   1      6.1400      0.1831      0.9330     11.3137     11.3137
   1   1      6.1500      0.1820      0.9244     11.3793     11.3793
   1   1      6.1600      0.1822      0.9220     11.4448     11.4448
   1   1      6.1700      0.1850      0.9331     11.5114     11.5114
   1   1      6.1800      0.1841      0.9259     11.5777     11.5777
   1   1      6.1900      0.1843      0.9238     11.6440     11.6440
   1   1      6.2000      0.1819      0.9086     11.7095     11.7095
   1   1      6.2100      0.1803      0.8980     11.7744     11.7744
   1   1      6.2200      0.1792      0.8895     11.8389     11.8389
   1   1      6.2300      0.1806      0.8937     11.9040     11.9040
   1   1      6.2400      0.1824      0.8999     11.9696     11.9696
   1   1      6.2500      0.1802      0.8862     12.0345     12.0345
   1   1      6.2600      0.1797      0.8805     12.0992     12.0992
   1   1      6.2700      0.1776      0.8677     12.1631     12.1631
   1   1      6.2800      0.1793      0.8731     12.2277     12.2277
   1   1      6.2900      0.1784      0.8659     12.2919     12.2919
   1   1      6.3000      0.1793      0.8675     12.3564     12.3564
   1   1      6.3100      0.1778      0.8578     12.4205     12.4205
   1   1      6.3200      0.1794      0.8625     12.4850     12.4850
   1   1      6.3300      0.1771      0.8491     12.5488     12.5488
   1   1      6.3400      0.1760      0.8408     12.6121     12.6121
   1   1      6.3500      0.1791      0.8533     12.6766     12.6766
   1   1      6.3600      0.1787      0.8484     12.7410     12.7410
   1   1      6.3700      0.1822      0.8623     12.8066     12.8066
   1   1      6.3800      0.1814      0.8558     12.8718     12.8718
   1   1      6.3900      0.1811      0.8519     12.9371     12.9371
   1   1      6.4000      0.1818      0.8522     13.0025     13.0025
   1   1      6.4100      0.1811      0.8467     13.0677     13.0677
   1   1      6.4200      0.1846      0.8600     13.1341     13.1341
   1   1      6.4300      0.1878      0.8724     13.2017     13.2017
   1   1      6.4400      0.1840      0.8522     13.2680     13.2680
   1   1      6.4500      0.1885      0.8704     13.3359     13.3359
   1   1      6.4600      0.1914      0.8808     13.4048     13.4048
   1   1      6.4700      0.1921      0.8813     13.4739     13.4739
   1   1      6.4800      0.1956      0.8948     13.5444     13.5444
   1   1      6.4900      0.1952      0.8901     13.6146     13.6146
   1   1      6.5000      0.2016      0.9162     13.6872     13.6872
   1   1      6.5100      0.2035      0.9223     13.7605     13.7605
   1   1      6.5200      0.2032      0.9179     13.8336     13.8336
   1   1      6.5300      0.2024      0.9116     13.9065     13.9065
   1   1      6.5400      0.2088      0.9374     13.9816     13.9816
   1   1      6.5500      0.2115      0.9466     14.0577     14.0577
   1   1      6.5600      0.2109      0.9412     14.1337     14.1337
   1   1      6.5700      0.2104      0.9360     14.2094     14.2094
   1   1      6.5800      0.2183      0.9683     14.2880     14.2880
   1   1      6.5900      0.2171      0.9602     14.3661     14.3661
   1   1      6.6000      0.2217      0.9776     14.4460     14.4460
   1   1      6.6100      0.2240      0.9846     14.5266     14.5266
   1   1      6.6200      0.2286      1.0017     14.6089     14.6089
   1   1      6.6300      0.2294      1.0022     14.6915     14.6915
   1   1      6.6400      0.2297      1.0007     14.7742     14.7742
   1   1      6.6500      0.2381      1.0341     14.8599     14.8599
   1   1      6.6600      0.2385      1.0327     14.9457     14.9457
   1   1      6.6700      0.2418      1.0437     15.0328     15.0328
   1   1      6.6800      0.2468      1.0624     15.1216     15.1216
   1   1      6.6900      0.2486      1.0668     15.2111     15.2111
   1   1      6.7000      0.2538      1.0857     15.3025     15.3025
   1   1      6.7100      0.2559      1.0915     15.3946     15.3946
   1   1      6.7200      0.2579      1.0970     15.4875     15.4875
   1   1      6.7300      0.2649      1.1231     15.5828     15.5828
   1   1      6.7400      0.2653      1.1217     15.6783     15.6783
   1   1      6.7500      0.2675      1.1277     15.7746     15.7746
   1   1      6.7600      0.2698      1.1339     15.8718     15.8718
   1   1      6.7700      0.2685      1.1252     15.9684     15.9684
   1   1      6.7800      0.2722      1.1373     16.0664     16.0664
   1   1      6.7900      0.2703      1.1259     16.1637     16.1637
   1   1      6.8000      0.2734      1.1356     16.2622     16.2622
   1   1      6.8100      0.2729      1.1300     16.3604     16.3604
   1   1      6.8200      0.2744      1.1329     16.4592     16.4592
   1   1      6.8300      0.2768      1.1395     16.5588     16.5588
   1   1      6.8400      0.2788      1.1444     16.6592     16.6592
   1   1      6.8500      0.2824      1.1560     16.7608     16.7608
   1   1      6.8600      0.2840      1.1589     16.8631     16.8631
   1   1      6.8700      0.2841      1.1562     16.9654     16.9654
   1   1      6.8800      0.2838      1.1514     17.0675     17.0675
   1   1      6.8900      0.2855      1.1552     17.1703     17.1703
   1   1      6.9000      0.2867      1.1566     17.2735     17.2735
   1   1      6.9100      0.2917      1.1732     17.3785     17.3785
   1   1      6.9200      0.2870      1.1510     17.4819     17.4819
   1   1      6.9300      0.2829      1.1313     17.5837     17.5837
   1   1      6.9400      0.2898      1.1557     17.6880     17.6880
   1   1      6.9500      0.2887      1.1481     17.7920     17.7920
   1   1      6.9600      0.2872      1.1385     17.8954     17.8954
   1   1      6.9700      0.2916      1.1527     18.0003     18.0003
   1   1      6.9800      0.2907      1.1461     18.1050     18.1050
   1   1      6.9900      0.2882      1.1328     18.2087     18.2087
   1   1      7.0000      0.2875      1.1269     18.3122     18.3122
   1   1      7.0100      0.2933      1.1465     18.4178     18.4178
   1   1      7.0200      0.2888      1.1255     18.5218     18.5218
   1   1      7.0300      0.2902      1.1276     18.6263     18.6263
   1   1      7.0400      0.2859      1.1077     18.7292     18.7292
   1   1      7.0500      0.2897      1.1193     18.8335     18.8335
   1   1      7.0600      0.2868      1.1050     18.9367     18.9367
   1   1      7.0700      0.2907      1.1169     19.0413     19.0413
   1   1      7.0800      0.2854      1.0933     19.1441     19.1441
   1   1      7.0900      0.2829      1.0809     19.2459     19.2459
   1   1      7.1000      0.2820      1.0744     19.3474     19.3474
   1   1      7.1100      0.2824      1.0727     19.4491     19.4491
   1   1      7.1200      0.2823      1.0695     19.5507     19.5507
   1   1      7.1300      0.2801      1.0583     19.6516     19.6516
   1   1      7.1400      0.2791      1.0513     19.7520     19.7520
   1   1      7.1500      0.2763      1.0379     19.8515     19.8515
   1   1      7.1600      0.2737      1.0254     19.9500     19.9500
   1   1      7.1700      0.2731      1.0204     20.0484     20.0484
   1   1      7.1800      0.2708      1.0088     20.1458     20.1458
   1   1      7.1900      0.2711      1.0070     20.2434     20.2434
   1   1      7.2000      0.2709      1.0038     20.3410     20.3410
   1   1      7.2100      0.2692      0.9945     20.4379     20.4379
   1   1      7.2200      0.2663      0.9812     20.5337     20.5337
   1   1      7.2300      0.2658      0.9767     20.6294     20.6294
   1   1      7.2400      0.2684      0.9836     20.7261     20.7261
   1   1      7.2500      0.2658      0.9711     20.8218     20.8218
   1   1      7.2600      0.2619      0.9542     20.9160     20.9160
   1   1      7.2700      0.2644      0.9609     21.0112     21.0112
   1   1      7.2800      0.2590      0.9386     21.1045     21.1045
   1   1      7.2900      0.2587      0.9350     21.1976     21.1976
   1   1      7.3000      0.2552      0.9196     21.2895     21.2895
   1   1      7.3100      0.2576      0.9258     21.3822     21.3822
   1   1      7.3200      0.2582      0.9254     21.4751     21.4751
   1   1      7.3300      0.2546      0.9100     21.5668     21.5668
   1   1      7.3400      0.2568      0.9155     21.6592     21.6592
   1   1      7.3500      0.2541      0.9032     21.7507     21.7507
   1   1      7.3600      0.2486      0.8814     21.8402     21.8402
   1   1      7.3700      0.2512      0.8883     21.9306     21.9306
   1   1      7.3800      0.2519      0.8884     22.0213     22.0213
   1   1      7.3900      0.2497      0.8781     22.1112     22.1112
   1   1      7.4000      0.2498      0.8760     22.2012     22.2012
   1   1      7.4100      0.2511      0.8784     22.2916     22.2916
   1   1      7.4200      0.2522      0.8799     22.3824     22.3824
   1   1      7.4300      0.2518      0.8761     22.4730     22.4730
   1   1      7.4400      0.2489      0.8635     22.5626     22.5626
   1   1      7.4500      0.2479      0.8579     22.6519     22.6519
   1   1      7.4600      0.2520      0.8697     22.7426     22.7426
   1   1      7.4700      0.2539      0.8739     22.8340     22.8340
   1   1      7.4800      0.2491      0.8550     22.9237     22.9237
   1   1      7.4900      0.2512      0.8599     23.0141     23.0141
   1   1      7.5000      0.2490      0.8502     23.1037     23.1037
   1   1      7.5100      0.2560      0.8718     23.1959     23.1959
   1   1      7.5200      0.2539      0.8623     23.2873     23.2873
   1   1      7.5300      0.2589      0.8768     23.3805     23.3805
   1   1      7.5400      0.2550      0.8614     23.4723     23.4723
   1   1      7.5500      0.2542      0.8566     23.5638     23.5638
   1   1      7.5600      0.2552      0.8575     23.6557     23.6557
   1   1      7.5700      0.2546      0.8534     23.7474     23.7474
   1   1      7.5800      0.2566      0.8577     23.8397     23.8397
   1   1      7.5900      0.2596      0.8653     23.9332     23.9332
   1   1      7.6000      0.2569      0.8542     24.0256     24.0256
   1   1      7.6100      0.2637      0.8746     24.1206     24.1206
   1   1      7.6200      0.2637      0.8721     24.2155     24.2155
   1   1      7.6300      0.2679      0.8838     24.3119     24.3119
   1   1      7.6400      0.2695      0.8868     24.4090     24.4090
   1   1      7.6500      0.2692      0.8835     24.5059     24.5059
   1   1      7.6600      0.2746      0.8990     24.6048     24.6048
   1   1      7.6700      0.2768      0.9038     24.7044     24.7044
   1   1      7.6800      0.2780      0.9052     24.8045     24.8045
   1   1      7.6900      0.2848      0.9250     24.9070     24.9070
   1   1      7.7000      0.2888      0.9355     25.0110     25.0110
   1   1      7.7100      0.2865      0.9256     25.1141     25.1141
   1   1      7.7200      0.2946      0.9494     25.2202     25.2202
   1   1      7.7300      0.2996      0.9629     25.3280     25.3280
   1   1      7.7400      0.3066      0.9828     25.4384     25.4384
   1   1      7.7500      0.3106      0.9931     25.5502     25.5502
   1   1      7.7600      0.3107      0.9911     25.6621     25.6621
   1   1      7.7700      0.3186      1.0136     25.7768     25.7768
   1   1      7.7800      0.3226      1.0236     25.8929     25.8929
   1   1      7.7900      0.3238      1.0248     26.0095     26.0095
   1   1      7.8000      0.3262      1.0298     26.1269     26.1269
   1   1      7.8100      0.3346      1.0537     26.2474     26.2474
   1   1      7.8200      0.3326      1.0447     26.3671     26.3671
   1   1      7.8300      0.3402      1.0657     26.4896     26.4896
   1   1      7.8400      0.3440      1.0749     26.6134     26.6134
   1   1      7.8500      0.3491      1.0881     26.7391     26.7391
   1   1      7.8600      0.3554      1.1049     26.8671     26.8671
   1   1      7.8700      0.3605      1.1179     26.9969     26.9969
   1   1      7.8800      0.3629      1.1224     27.1275     27.1275
   1   1      7.8900      0.3728      1.1503     27.2617     27.2617
   1   1      7.9000      0.3771      1.1603     27.3975     27.3975
   1   1      7.9100      0.3800      1.1663     27.5342     27.5342
   1   1      7.9200      0.3846      1.1776     27.6727     27.6727
   1   1      7.9300      0.3915      1.1958     27.8137     27.8137
   1   1      7.9400      0.3979      1.2120     27.9569     27.9569
   1   1      7.9500      0.4024      1.2227     28.1017     28.1017
   1   1      7.9600      0.4090      1.2398     28.2490     28.2490
   1   1      7.9700      0.4099      1.2393     28.3966     28.3966
   1   1      7.9800      0.4142      1.2491     28.5456     28.5456
   1   1      7.9900      0.4230      1.2725     28.6979     28.6979
   1   1      8.0000      0.4312      1.2940     28.8532     28.8532
   1   1      8.0100      0.4335      1.2976     29.0092     29.0092
