====================================================================
   i   j      r [au]   pdf: d(r)   rdf: g(r)   cn: n1(r)   cn: n2(r)
   1   1      5.5500      0.0613      0.3824      8.2586      8.2586
   1   1      5.5600      0.0632      0.3927      8.2814      8.2814
   1   1      5.5700      0.0676      0.4182      8.3057      8.3057
   1   1      5.5800      0.0702      0.4332      8.3310      8.3310
   1   1      5.5900      0.0741      0.4555      8.3576      8.3576
   1   1      5.6000      0.0766      0.4689      8.3852      8.3852
   1   1      5.6100      0.0798      0.4867      8.4139      8.4139
   1   1      5.6200      0.0815      0.4955      8.4433      8.4433
   1   1      5.6300      0.0827      0.5008      8.4730      8.4730
   1   1      5.6400      0.0870      0.5250      8.5043      8.5043
   1   1      5.6500      0.0903      0.5431      8.5368      8.5368
   1   1      5.6600      0.0926      0.5553      8.5702      8.5702
   1   1      5.6700      0.0965      0.5766      8.6049      8.6049
   1   1      5.6800      0.0998      0.5942      8.6408      8.6408
   1   1      5.6900      0.1036      0.6148      8.6781      8.6781
   1   1      5.7000      0.1073      0.6344      8.7168      8.7168
   1   1      5.7100      0.1107      0.6521      8.7566      8.7566
   1   1      5.7200      0.1165      0.6841      8.7986      8.7986
   1   1      5.7300      0.1182      0.6912      8.8411      8.8411
   1   1      5.7400      0.1221      0.7119      8.8851      8.8851
   1   1      5.7500      0.1294      0.7517      8.9317      8.9317
   1   1      5.7600      0.1335      0.7729      8.9797      8.9797
   1   1      5.7700      0.1365      0.7876      9.0289      9.0289
   1   1      5.7800      0.1412      0.8119      9.0797      9.0797
   1   1      5.7900      0.1446      0.8284      9.1318      9.1318
   1   1      5.8000      0.1459      0.8332      9.1843      9.1843
   1   1      5.8100      0.1525      0.8674      9.2392      9.2392
   1   1      5.8200      0.1507      0.8546      9.2935      9.2935
   1   1      5.8300      0.1495      0.8447      9.3473      9.3473
   1   1      5.8400      0.1570      0.8838      9.4038      9.4038
   1   1      5.8500      0.1582      0.8877      9.4607      9.4607
   1   1      5.8600      0.1636      0.9149      9.5196      9.5196
   1   1      5.8700      0.1667      0.9290      9.5796      9.5796
   1   1      5.8800      0.1693      0.9407      9.6406      9.6406
   1   1      5.8900      0.1785      0.9884      9.7049      9.7049
   1   1      5.9000      0.1763      0.9724      9.7683      9.7683
   1   1      5.9100      0.1758      0.9667      9.8316      9.8316
   1   1      5.9200      0.1774      0.9724      9.8955      9.8955
   1   1      5.9300      0.1814      0.9909      9.9608      9.9608
   1   1      5.9400      0.1853      1.0087     10.0275     10.0275
   1   1      5.9500      0.1821      0.9877     10.0931     10.0931
   1   1      5.9600      0.1776      0.9601     10.1570     10.1570
   1   1      5.9700      0.1877      1.0114     10.2246     10.2246
   1   1      5.9800      0.1864      1.0010     10.2917     10.2917
   1   1      5.9900      0.1853      0.9920     10.3584     10.3584
   1   1      6.0000      0.1840      0.9815     10.4246     10.4246
   1   1      6.0100      0.1838      0.9772     10.4908     10.4908
   1   1      6.0200      0.1814      0.9615     10.5561     10.5561
   1   1      6.0300      0.1854      0.9792     10.6228     10.6228
   1   1      6.0400      0.1828      0.9626     10.6886     10.6886
   1   1      6.0500      0.1854      0.9728     10.7554     10.7554
   1   1      6.0600      0.1825      0.9543     10.8211     10.8211
   1   1      6.0700      0.1807      0.9420     10.8861     10.8861
   1   1      6.0800      0.1803      0.9368     10.9510     10.9510
   1   1      6.0900      0.1814      0.9393     11.0163     11.0163
   1   1      6.1000      0.1844      0.9518     11.0827     11.0827
   1   1      6.1100      0.1896      0.9754     11.1510     11.1510
   1   1      6.1200      0.1851      0.9492     11.2176     11.2176
   1   1      6.1300      0.1826      0.9335     11.2834     11.2834
   1   1      6.1400      0.1783      0.9085     11.3476     11.3476
   1   1      6.1500      0.1831      0.9297     11.4135     11.4135
   1   1      6.1600      0.1834      0.9283     11.4795     11.4795
   1   1      6.1700      0.1750      0.8828     11.5425     11.5425
   1   1      6.1800      0.1748      0.8790     11.6054     11.6054
   1   1      6.1900      0.1743      0.8738     11.6682     11.6682
   1   1      6.2000      0.1749      0.8738     11.7311     11.7311
   1   1      6.2100      0.1739      0.8662     11.7938     11.7938
   1   1      6.2200      0.1729      0.8581     11.8560     11.8560
   1   1      6.2300      0.1717      0.8496     11.9178     11.9178
   1   1      6.2400      0.1703      0.8398     11.9791     11.9791
   1   1      6.2500      0.1687      0.8294     12.0398     12.0398
   1   1      6.2600      0.1691      0.8290     12.1007     12.1007
   1   1      6.2700      0.1662      0.8117     12.1605     12.1605
   1   1      6.2800      0.1663      0.8098     12.2204     12.2204
   1   1      6.2900      0.1690      0.8205     12.2812     12.2812
   1   1      6.3000      0.1696      0.8205     12.3423     12.3423
   1   1      6.3100      0.1628      0.7851     12.4009     12.4009
   1   1      6.3200      0.1668      0.8022     12.4609     12.4609
   1   1      6.3300      0.1682      0.8060     12.5215     12.5215
   1   1      6.3400      0.1706      0.8152     12.5829     12.5829
   1   1      6.3500      0.1697      0.8082     12.6440     12.6440
   1   1      6.3600      0.1702      0.8080     12.7053     12.7053
   1   1      6.3700      0.1757      0.8318     12.7685     12.7685
   1   1      6.3800      0.1773      0.8368     12.8324     12.8324
   1   1      6.3900      0.1759      0.8275     12.8957     12.8957
   1   1      6.4000      0.1725      0.8090     12.9578     12.9578
   1   1      6.4100      0.1771      0.8279     13.0216     13.0216
   1   1      6.4200      0.1763      0.8214     13.0850     13.0850
   1   1      6.4300      0.1759      0.8171     13.1484     13.1484
   1   1      6.4400      0.1780      0.8244     13.2124     13.2124
   1   1      6.4500      0.1820      0.8401     13.2779     13.2779
   1   1      6.4600      0.1823      0.8388     13.3436     13.3436
   1   1      6.4700      0.1872      0.8588     13.4109     13.4109
   1   1      6.4800      0.1870      0.8555     13.4783     13.4783
   1   1      6.4900      0.1868      0.8519     13.5455     13.5455
   1   1      6.5000      0.1879      0.8541     13.6132     13.6132
   1   1      6.5100      0.1893      0.8579     13.6813     13.6813
   1   1      6.5200      0.1935      0.8742     13.7510     13.7510
   1   1      6.5300      0.1943      0.8751     13.8209     13.8209
   1   1      6.5400      0.2005      0.9004     13.8931     13.8931
   1   1      6.5500      0.2016      0.9024     13.9657     13.9657
   1   1      6.5600      0.2019      0.9009     14.0384     14.0384
   1   1      6.5700      0.2065      0.9187     14.1127     14.1127
   1   1      6.5800      0.2116      0.9387     14.1889     14.1889
   1   1      6.5900      0.2125      0.9398     14.2654     14.2654
   1   1      6.6000      0.2152      0.9490     14.3429     14.3429
   1   1      6.6100      0.2193      0.9638     14.4218     14.4218
   1   1      6.6200      0.2176      0.9534     14.5001     14.5001
   1   1      6.6300      0.2183      0.9540     14.5787     14.5787
   1   1      6.6400      0.2249      0.9798     14.6597     14.6597
   1   1      6.6500      0.2286      0.9929     14.7420     14.7420
   1   1      6.6600      0.2320      1.0045     14.8255     14.8255
   1   1      6.6700      0.2324      1.0035     14.9092     14.9092
   1   1      6.6800      0.2438      1.0492     14.9969     14.9969
   1   1      6.6900      0.2498      1.0719     15.0869     15.0869
   1   1      6.7000      0.2552      1.0918     15.1787     15.1787
   1   1      6.7100      0.2586      1.1030     15.2718     15.2718
   1   1      6.7200      0.2597      1.1045     15.3653     15.3653
   1   1      6.7300      0.2599      1.1022     15.4589     15.4589
   1   1      6.7400      0.2632      1.1127     15.5536     15.5536
   1   1      6.7500      0.2647      1.1158     15.6489     15.6489
   1   1      6.7600      0.2664      1.1197     15.7448     15.7448
   1   1      6.7700      0.2667      1.1178     15.8409     15.8409
   1   1      6.7800      0.2632      1.0995     15.9356     15.9356
   1   1      6.7900      0.2719      1.1325     16.0335     16.0335
   1   1      6.8000      0.2729      1.1334     16.1317     16.1317
   1   1      6.8100      0.2759      1.1426     16.2310     16.2310
   1   1      6.8200      0.2766      1.1419     16.3306     16.3306
   1   1      6.8300      0.2787      1.1476     16.4310     16.4310
   1   1      6.8400      0.2826      1.1600     16.5327     16.5327
   1   1      6.8500      0.2807      1.1489     16.6337     16.6337
   1   1      6.8600      0.2878      1.1747     16.7374     16.7374
   1   1      6.8700      0.2926      1.1906     16.8427     16.8427
   1   1      6.8800      0.2973      1.2062     16.9497     16.9497
   1   1      6.8900      0.2936      1.1878     17.0554     17.0554
   1   1      6.9000      0.2996      1.2085     17.1633     17.1633
   1   1      6.9100      0.3013      1.2119     17.2717     17.2717
   1   1      6.9200      0.2949      1.1828     17.3779     17.3779
   1   1      6.9300      0.2989      1.1953     17.4855     17.4855
   1   1      6.9400      0.2948      1.1755     17.5916     17.5916
   1   1      6.9500      0.2970      1.1808     17.6985     17.6985
   1   1      6.9600      0.3005      1.1915     17.8067     17.8067
   1   1      6.9700      0.3007      1.1888     17.9150     17.9150
   1   1      6.9800      0.3067      1.2090     18.0254     18.0254
   1   1      6.9900      0.3058      1.2022     18.1355     18.1355
   1   1      7.0000      0.3047      1.1942     18.2452     18.2452
   1   1      7.0100      0.2983      1.1659     18.3526     18.3526
   1   1      7.0200      0.2989      1.1650     18.4602     18.4602
   1   1      7.0300      0.3011      1.1701     18.5686     18.5686
   1   1      7.0400      0.2987      1.1574     18.6761     18.6761
   1   1      7.0500      0.2962      1.1446     18.7827     18.7827
   1   1      7.0600      0.2994      1.1538     18.8905     18.8905
   1   1      7.0700      0.3007      1.1554     18.9988     18.9988
   1   1      7.0800      0.2980      1.1420     19.1061     19.1061
   1   1      7.0900      0.2963      1.1321     19.2128     19.2128
   1   1      7.1000      0.2943      1.1213     19.3187     19.3187
   1   1      7.1100      0.2994      1.1374     19.4265     19.4265
   1   1      7.1200      0.2948      1.1168     19.5326     19.5326
   1   1      7.1300      0.2916      1.1015     19.6376     19.6376
   1   1      7.1400      0.2954      1.1130     19.7439     19.7439
   1   1      7.1500      0.2965      1.1139     19.8507     19.8507
   1   1      7.1600      0.2919      1.0937     19.9558     19.9558
   1   1      7.1700      0.2909      1.0869     20.0605     20.0605
   1   1      7.1800      0.2893      1.0778     20.1646     20.1646
   1   1      7.1900      0.2891      1.0739     20.2687     20.2687
   1   1      7.2000      0.2868      1.0626     20.3720     20.3720
   1   1      7.2100      0.2895      1.0697     20.4762     20.4762
   1   1      7.2200      0.2857      1.0524     20.5790     20.5790
   1   1      7.2300      0.2847      1.0460     20.6815     20.6815
   1   1      7.2400      0.2842      1.0412     20.7838     20.7838
   1   1      7.2500      0.2758      1.0078     20.8831     20.8831
   1   1      7.2600      0.2732      0.9956     20.9815     20.9815
   1   1      7.2700      0.2763      1.0040     21.0809     21.0809
   1   1      7.2800      0.2786      1.0095     21.1812     21.1812
   1   1      7.2900      0.2723      0.9842     21.2793     21.2793
   1   1      7.3000      0.2683      0.9669     21.3759     21.3759
   1   1      7.3100      0.2601      0.9347     21.4695     21.4695
   1   1      7.3200      0.2686      0.9628     21.5662     21.5662
   1   1      7.3300      0.2616      0.9350     21.6603     21.6603
   1   1      7.3400      0.2613      0.9316     21.7544     21.7544
   1   1      7.3500      0.2565      0.9120     21.8468     21.8468
   1   1      7.3600      0.2603      0.9228     21.9405     21.9405
   1   1      7.3700      0.2592      0.9166     22.0338     22.0338
   1   1      7.3800      0.2541      0.8960     22.1253     22.1253
   1   1      7.3900      0.2567      0.9029     22.2177     22.2177
   1   1      7.4000      0.2557      0.8968     22.3097     22.3097
   1   1      7.4100      0.2571      0.8993     22.4023     22.4023
   1   1      7.4200      0.2598      0.9063     22.4958     22.4958
   1   1      7.4300      0.2574      0.8954     22.5885     22.5885
   1   1      7.4400      0.2565      0.8899     22.6808     22.6808
   1   1      7.4500      0.2538      0.8783     22.7722     22.7722
   1   1      7.4600      0.2489      0.8590     22.8618     22.8618
   1   1      7.4700      0.2557      0.8801     22.9539     22.9539
   1   1      7.4800      0.2533      0.8694     23.0450     23.0450
   1   1      7.4900      0.2512      0.8601     23.1355     23.1355
   1   1      7.5000      0.2496      0.8523     23.2253     23.2253
   1   1      7.5100      0.2492      0.8487     23.3151     23.3151
   1   1      7.5200      0.2537      0.8618     23.4064     23.4064
   1   1      7.5300      0.2591      0.8777     23.4997     23.4997
   1   1      7.5400      0.2657      0.8975     23.5953     23.5953
   1   1      7.5500      0.2649      0.8925     23.6907     23.6907
   1   1      7.5600      0.2638      0.8866     23.7857     23.7857
   1   1      7.5700      0.2639      0.8844     23.8807     23.8807
   1   1      7.5800      0.2620      0.8758     23.9750     23.9750
   1   1      7.5900      0.2643      0.8811     24.0702     24.0702
   1   1      7.6000      0.2720      0.9044     24.1681     24.1681
   1   1      7.6100      0.2730      0.9055     24.2664     24.2664
   1   1      7.6200      0.2787      0.9217     24.3667     24.3667
   1   1      7.6300      0.2729      0.9004     24.4649     24.4649
   1   1      7.6400      0.2783      0.9158     24.5651     24.5651
   1   1      7.6500      0.2861      0.9388     24.6681     24.6681
   1   1      7.6600      0.2958      0.9682     24.7746     24.7746
   1   1      7.6700      0.2926      0.9551     24.8799     24.8799
   1   1      7.6800      0.2947      0.9597     24.9860     24.9860
   1   1      7.6900      0.2971      0.9650     25.0930     25.0930
   1   1      7.7000      0.3048      0.9875     25.2027     25.2027
   1   1      7.7100      0.3066      0.9905     25.3131     25.3131
   1   1      7.7200      0.3127      1.0078     25.4257     25.4257
   1   1      7.7300      0.3136      1.0080     25.5386     25.5386
   1   1      7.7400      0.3253      1.0428     25.6557     25.6557
   1   1      7.7500      0.3302      1.0558     25.7746     25.7746
   1   1      7.7600      0.3243      1.0344     25.8913     25.8913
   1   1      7.7700      0.3292      1.0472     26.0098     26.0098
   1   1      7.7800      0.3320      1.0533     26.1293     26.1293
   1   1      7.7900      0.3384      1.0710     26.2512     26.2512
   1   1      7.8000      0.3472      1.0961     26.3762     26.3762
   1   1      7.8100      0.3569      1.1237     26.5046     26.5046
   1   1      7.8200      0.3651      1.1468     26.6361     26.6361
   1   1      7.8300      0.3585      1.1229     26.7651     26.7651
   1   1      7.8400      0.3670      1.1468     26.8973     26.8973
   1   1      7.8500      0.3653      1.1386     27.0288     27.0288
   1   1      7.8600      0.3649      1.1343     27.1602     27.1602
   1   1      7.8700      0.3663      1.1358     27.2920     27.2920
   1   1      7.8800      0.3771      1.1664     27.4278     27.4278
   1   1      7.8900      0.3831      1.1820     27.5657     27.5657
   1   1      7.9000      0.3839      1.1814     27.7039     27.7039
   1   1      7.9100      0.3854      1.1831     27.8427     27.8427
   1   1      7.9200      0.3955      1.2108     27.9850     27.9850
   1   1      7.9300      0.3960      1.2094     28.1276     28.1276
   1   1      7.9400      0.3988      1.2148     28.2711     28.2711
   1   1      7.9500      0.4062      1.2343     28.4174     28.4174
   1   1      7.9600      0.4121      1.2493     28.5657     28.5657
   1   1      7.9700      0.4170      1.2609     28.7159     28.7159
   1   1      7.9800      0.4274      1.2891     28.8697     28.8697
   1   1      7.9900      0.4306      1.2955     29.0248     29.0248
   1   1      8.0000      0.4355      1.3069     29.1815     29.1815
   1   1      8.0100      0.4386      1.3130     29.3395     29.3395
