77 77
0 0 0 36 1
1 0 0 36 1
2 0 0 36 1
3 0 0 36 1
4 0 0 36 1
5 0 0 36 1
6 0 0 36 1
7 0 0 36 1
8 0 0 36 1
9 0 0 36 1
10 0 0 36 1
11 0 0 36 1
12 0 0 36 1
13 0 0 36 1
14 0 0 36 1
15 0 0 36 1
16 0 0 36 1
17 0 0 36 1
18 0 0 36 1
40 2 0 80 1
40 4 0 80 1
40 6 0 80 1
40 8 0 80 1
40 10 0 80 1
40 12 0 80 1
40 14 0 80 1
40 16 0 80 1
40 18 0 80 1
40 20 0 80 1
40 22 0 80 1
40 24 0 80 1
40 26 0 80 1
40 28 0 80 1
40 30 0 80 1
40 32 0 80 1
40 34 0 80 1
40 36 0 80 1
40 38 0 80 1
40 40 0 80 1
34 36 0 72 1
32 36 0 72 1
30 36 0 72 1
28 36 0 72 1
26 36 0 72 1
24 36 0 72 1
22 36 0 72 1
20 36 0 72 1
18 36 0 72 1
16 36 0 72 1
14 36 0 72 1
12 36 0 72 1
10 36 0 72 1
8 36 0 72 1
6 36 0 72 1
4 36 0 72 1
2 36 0 72 1
0 36 0 72 1
0 19 0 40 1
0 18 0 40 1
0 17 0 40 1
0 16 0 40 1
0 15 0 40 1
0 14 0 40 1
0 13 0 40 1
0 12 0 40 1
0 11 0 40 1
0 10 0 40 1
0 9 0 40 1
0 8 0 40 1
0 7 0 40 1
0 6 0 40 1
0 5 0 40 1
0 4 0 40 1
0 3 0 40 1
0 2 0 40 1
0 1 0 40 1
0 0 0 40 1
