35773 35773
-800 -533 -267 1000 1
-8 -5 -3 10 1
-800 -500 -267 1000 1
-800 -500 -233 1000 1
-2400 -1401 -1000 3000 1
-800 -467 -300 1000 1
-800 -467 -267 1000 1
-800 -433 -367 1000 1
-2400 -1299 -1000 3000 1
-800 -433 -300 1000 1
-4 -2 -2 5 1
-800 -400 -367 1000 1
-12 -6 -5 15 1
-800 -367 -433 1000 1
-800 -367 -400 1000 1
-800 -367 -367 1000 1
-2400 -1000 -1401 3000 1
-2400 -1000 -1299 3000 1
-12 -5 -6 15 1
-800 -300 -467 1000 1
-800 -300 -433 1000 1
-800 -267 -500 1000 1
-800 -267 -467 1000 1
-800 -233 -500 1000 1
-800 -233 -467 1000 1
-767 -567 -267 1000 1
-767 -533 -300 1000 1
-767 -533 -267 1000 1
-767 -533 -233 1000 1
-2301 -1500 -1000 3000 1
-767 -500 -300 1000 1
-767 -500 -267 1000 1
-767 -500 -233 1000 1
-767 -500 -200 1000 1
-767 -467 -367 1000 1
-2301 -1401 -1000 3000 1
-767 -467 -300 1000 1
-767 -467 -267 1000 1
-767 -467 -233 1000 1
-767 -467 -200 1000 1
-767 -467 -167 1000 1
-767 -433 -400 1000 1
-767 -433 -367 1000 1
-2301 -1299 -1000 3000 1
-767 -433 -300 1000 1
-767 -433 -267 1000 1
-767 -433 -233 1000 1
-767 -433 -200 1000 1
-767 -400 -433 1000 1
-767 -400 -400 1000 1
-767 -400 -367 1000 1
-2301 -1200 -1000 3000 1
-767 -400 -300 1000 1
-767 -400 -267 1000 1
-767 -400 -233 1000 1
-767 -367 -467 1000 1
-767 -367 -433 1000 1
-767 -367 -400 1000 1
-767 -367 -367 1000 1
-2301 -1101 -1000 3000 1
-767 -367 -300 1000 1
-767 -367 -267 1000 1
-2301 -1000 -1500 3000 1
-2301 -1000 -1401 3000 1
-2301 -1000 -1299 3000 1
-2301 -1000 -1200 3000 1
-2301 -1000 -1101 3000 1
-2301 -1000 -1000 3000 1
-2301 -1000 -900 3000 1
-767 -300 -533 1000 1
-767 -300 -500 1000 1
-767 -300 -467 1000 1
-767 -300 -433 1000 1
-767 -300 -400 1000 1
-767 -300 -367 1000 1
-2301 -900 -1000 3000 1
-767 -267 -533 1000 1
-767 -267 -500 1000 1
-767 -267 -467 1000 1
-767 -267 -433 1000 1
-767 -267 -400 1000 1
-767 -267 -367 1000 1
-767 -233 -567 1000 1
-767 -233 -533 1000 1
-767 -233 -500 1000 1
-767 -233 -467 1000 1
-767 -233 -433 1000 1
-767 -233 -400 1000 1
-767 -200 -500 1000 1
-767 -200 -467 1000 1
-767 -200 -433 1000 1
-767 -167 -467 1000 1
-733 -600 -300 1000 1
-733 -600 -267 1000 1
-733 -567 -300 1000 1
-733 -567 -267 1000 1
-733 -567 -233 1000 1
-2199 -1599 -1000 3000 1
-733 -533 -300 1000 1
-733 -533 -267 1000 1
-733 -533 -233 1000 1
-733 -533 -200 1000 1
-733 -500 -367 1000 1
-2199 -1500 -1000 3000 1
-733 -500 -300 1000 1
-733 -500 -267 1000 1
-733 -500 -233 1000 1
-733 -500 -200 1000 1
-733 -500 -167 1000 1
-733 -467 -400 1000 1
-733 -467 -367 1000 1
-2199 -1401 -1000 3000 1
-733 -467 -300 1000 1
-733 -467 -267 1000 1
-733 -467 -233 1000 1
-733 -467 -200 1000 1
-733 -467 -167 1000 1
-733 -467 -133 1000 1
-733 -433 -433 1000 1
-733 -433 -400 1000 1
-733 -433 -367 1000 1
-2199 -1299 -1000 3000 1
-733 -433 -300 1000 1
-733 -433 -267 1000 1
-733 -433 -233 1000 1
-733 -433 -200 1000 1
-733 -433 -167 1000 1
-733 -433 -133 1000 1
-733 -400 -467 1000 1
-733 -400 -433 1000 1
-733 -400 -400 1000 1
-733 -400 -367 1000 1
-2199 -1200 -1000 3000 1
-733 -400 -300 1000 1
-733 -400 -267 1000 1
-733 -400 -233 1000 1
-733 -400 -200 1000 1
-733 -400 -167 1000 1
-733 -367 -500 1000 1
-733 -367 -467 1000 1
-733 -367 -433 1000 1
-733 -367 -400 1000 1
-733 -367 -367 1000 1
-2199 -1101 -1000 3000 1
-733 -367 -300 1000 1
-733 -367 -267 1000 1
-733 -367 -233 1000 1
-733 -367 -200 1000 1
-733 -367 -167 1000 1
-2199 -1000 -1599 3000 1
-2199 -1000 -1500 3000 1
-2199 -1000 -1401 3000 1
-2199 -1000 -1299 3000 1
-2199 -1000 -1200 3000 1
-2199 -1000 -1101 3000 1
-2199 -1000 -1000 3000 1
-2199 -1000 -900 3000 1
-2199 -1000 -801 3000 1
-2199 -1000 -699 3000 1
-2199 -1000 -600 3000 1
-733 -300 -567 1000 1
-733 -300 -533 1000 1
-733 -300 -500 1000 1
-733 -300 -467 1000 1
-733 -300 -433 1000 1
-733 -300 -400 1000 1
-733 -300 -367 1000 1
-2199 -900 -1000 3000 1
-733 -300 -300 1000 1
-733 -300 -267 1000 1
-733 -300 -233 1000 1
-733 -267 -600 1000 1
-733 -267 -567 1000 1
-733 -267 -533 1000 1
-733 -267 -500 1000 1
-733 -267 -467 1000 1
-733 -267 -433 1000 1
-733 -267 -400 1000 1
-733 -267 -367 1000 1
-2199 -801 -1000 3000 1
-733 -267 -300 1000 1
-733 -267 -267 1000 1
-733 -233 -600 1000 1
-733 -233 -567 1000 1
-733 -233 -533 1000 1
-733 -233 -500 1000 1
-733 -233 -467 1000 1
-733 -233 -433 1000 1
-733 -233 -400 1000 1
-733 -233 -367 1000 1
-2199 -699 -1000 3000 1
-733 -233 -300 1000 1
-733 -200 -567 1000 1
-733 -200 -533 1000 1
-733 -200 -500 1000 1
-733 -200 -467 1000 1
-733 -200 -433 1000 1
-733 -200 -400 1000 1
-733 -200 -367 1000 1
-2199 -600 -1000 3000 1
-733 -167 -500 1000 1
-733 -167 -467 1000 1
-733 -167 -433 1000 1
-733 -167 -400 1000 1
-733 -167 -367 1000 1
-733 -133 -467 1000 1
-733 -133 -433 1000 1
-733 -133 -400 1000 1
-733 -100 -433 1000 1
-700 -633 -300 1000 1
-700 -633 -267 1000 1
-21 -18 -10 30 1
-7 -6 -3 10 1
-700 -600 -267 1000 1
-700 -600 -233 1000 1
-700 -567 -367 1000 1
-2100 -1701 -1000 3000 1
-700 -567 -300 1000 1
-700 -567 -267 1000 1
-700 -567 -233 1000 1
-700 -567 -200 1000 1
-700 -533 -367 1000 1
-2100 -1599 -1000 3000 1
-700 -533 -300 1000 1
-700 -533 -267 1000 1
-700 -533 -233 1000 1
-700 -533 -200 1000 1
-700 -533 -167 1000 1
-7 -5 -4 10 1
-700 -500 -367 1000 1
-21 -15 -10 30 1
-7 -5 -3 10 1
-700 -500 -267 1000 1
-700 -500 -233 1000 1
-7 -5 -2 10 1
-700 -500 -167 1000 1
-700 -500 -133 1000 1
-700 -467 -433 1000 1
-700 -467 -400 1000 1
-700 -467 -367 1000 1
-2100 -1401 -1000 3000 1
-700 -467 -300 1000 1
-700 -467 -267 1000 1
-700 -467 -233 1000 1
-700 -467 -200 1000 1
-700 -467 -167 1000 1
-700 -467 -133 1000 1
-700 -467 -100 1000 1
-700 -433 -467 1000 1
-700 -433 -433 1000 1
-700 -433 -400 1000 1
-700 -433 -367 1000 1
-2100 -1299 -1000 3000 1
-700 -433 -300 1000 1
-700 -433 -267 1000 1
-700 -433 -233 1000 1
-700 -433 -200 1000 1
-700 -433 -167 1000 1
-700 -433 -133 1000 1
-700 -433 -100 1000 1
-700 -433 -67 1000 1
-7 -4 -5 10 1
-700 -400 -467 1000 1
-700 -400 -433 1000 1
-7 -4 -4 10 1
-700 -400 -367 1000 1
-21 -12 -10 30 1
-7 -4 -3 10 1
-700 -400 -267 1000 1
-700 -400 -233 1000 1
-7 -4 -2 10 1
-700 -400 -167 1000 1
-700 -400 -133 1000 1
-7 -4 -1 10 1
-700 -400 -67 1000 1
-700 -367 -533 1000 1
-700 -367 -500 1000 1
-700 -367 -467 1000 1
-700 -367 -433 1000 1
-700 -367 -400 1000 1
-700 -367 -367 1000 1
-2100 -1101 -1000 3000 1
-700 -367 -300 1000 1
-700 -367 -267 1000 1
-700 -367 -233 1000 1
-700 -367 -200 1000 1
-700 -367 -167 1000 1
-700 -367 -133 1000 1
-700 -367 -100 1000 1
-2100 -1000 -1701 3000 1
-2100 -1000 -1599 3000 1
-21 -10 -15 30 1
-2100 -1000 -1401 3000 1
-2100 -1000 -1299 3000 1
-21 -10 -12 30 1
-2100 -1000 -1101 3000 1
-21 -10 -10 30 1
-21 -10 -9 30 1
-2100 -1000 -801 3000 1
-2100 -1000 -699 3000 1
-21 -10 -6 30 1
-2100 -1000 -501 3000 1
-2100 -1000 -399 3000 1
-7 -3 -6 10 1
-700 -300 -567 1000 1
-700 -300 -533 1000 1
-7 -3 -5 10 1
-700 -300 -467 1000 1
-700 -300 -433 1000 1
-7 -3 -4 10 1
-700 -300 -367 1000 1
-21 -9 -10 30 1
-7 -3 -3 10 1
-700 -300 -267 1000 1
-700 -300 -233 1000 1
-7 -3 -2 10 1
-700 -300 -167 1000 1
-700 -267 -633 1000 1
-700 -267 -600 1000 1
-700 -267 -567 1000 1
-700 -267 -533 1000 1
-700 -267 -500 1000 1
-700 -267 -467 1000 1
-700 -267 -433 1000 1
-700 -267 -400 1000 1
-700 -267 -367 1000 1
-2100 -801 -1000 3000 1
-700 -267 -300 1000 1
-700 -267 -267 1000 1
-700 -267 -233 1000 1
-700 -267 -200 1000 1
-700 -267 -167 1000 1
-700 -233 -633 1000 1
-700 -233 -600 1000 1
-700 -233 -567 1000 1
-700 -233 -533 1000 1
-700 -233 -500 1000 1
-700 -233 -467 1000 1
-700 -233 -433 1000 1
-700 -233 -400 1000 1
-700 -233 -367 1000 1
-2100 -699 -1000 3000 1
-700 -233 -300 1000 1
-700 -233 -267 1000 1
-700 -233 -233 1000 1
-700 -233 -200 1000 1
-7 -2 -6 10 1
-700 -200 -567 1000 1
-700 -200 -533 1000 1
-7 -2 -5 10 1
-700 -200 -467 1000 1
-700 -200 -433 1000 1
-7 -2 -4 10 1
-700 -200 -367 1000 1
-21 -6 -10 30 1
-7 -2 -3 10 1
-700 -200 -267 1000 1
-700 -200 -233 1000 1
-700 -167 -567 1000 1
-700 -167 -533 1000 1
-700 -167 -500 1000 1
-700 -167 -467 1000 1
-700 -167 -433 1000 1
-700 -167 -400 1000 1
-700 -167 -367 1000 1
-2100 -501 -1000 3000 1
-700 -167 -300 1000 1
-700 -167 -267 1000 1
-700 -133 -500 1000 1
-700 -133 -467 1000 1
-700 -133 -433 1000 1
-700 -133 -400 1000 1
-700 -133 -367 1000 1
-2100 -399 -1000 3000 1
-700 -133 -300 1000 1
-700 -100 -467 1000 1
-700 -100 -433 1000 1
-7 -1 -4 10 1
-700 -100 -367 1000 1
-21 -3 -10 30 1
-700 -67 -433 1000 1
-700 -67 -400 1000 1
-700 -67 -367 1000 1
-700 -33 -400 1000 1
-20 -20 -9 30 1
-2000 -2000 -801 3000 1
-2000 -1899 -1000 3000 1
-2000 -1899 -900 3000 1
-2000 -1899 -801 3000 1
-2000 -1899 -699 3000 1
-2000 -1800 -1101 3000 1
-10 -9 -5 15 1
-20 -18 -9 30 1
-2000 -1800 -801 3000 1
-2000 -1800 -699 3000 1
-10 -9 -3 15 1
-2000 -1701 -1200 3000 1
-2000 -1701 -1101 3000 1
-2000 -1701 -1000 3000 1
-2000 -1701 -900 3000 1
-2000 -1701 -801 3000 1
-2000 -1701 -699 3000 1
-2000 -1701 -600 3000 1
-2000 -1701 -501 3000 1
-2000 -1599 -1299 3000 1
-2000 -1599 -1200 3000 1
-2000 -1599 -1101 3000 1
-2000 -1599 -1000 3000 1
-2000 -1599 -900 3000 1
-2000 -1599 -801 3000 1
-2000 -1599 -699 3000 1
-2000 -1599 -600 3000 1
-2000 -1599 -501 3000 1
-2000 -1599 -399 3000 1
-2000 -1500 -1299 3000 1
-20 -15 -12 30 1
-2000 -1500 -1101 3000 1
-4 -3 -2 6 1
-20 -15 -9 30 1
-2000 -1500 -801 3000 1
-2000 -1500 -699 3000 1
-20 -15 -6 30 1
-2000 -1500 -501 3000 1
-2000 -1500 -399 3000 1
-20 -15 -3 30 1
-2000 -1401 -1401 3000 1
-2000 -1401 -1299 3000 1
-2000 -1401 -1200 3000 1
-2000 -1401 -1101 3000 1
-2000 -1401 -1000 3000 1
-2000 -1401 -900 3000 1
-2000 -1401 -801 3000 1
-2000 -1401 -699 3000 1
-2000 -1401 -600 3000 1
-2000 -1401 -501 3000 1
-2000 -1401 -399 3000 1
-2000 -1401 -300 3000 1
-2000 -1401 -201 3000 1
-2000 -1299 -1500 3000 1
-2000 -1299 -1401 3000 1
-2000 -1299 -1299 3000 1
-2000 -1299 -1200 3000 1
-2000 -1299 -1101 3000 1
-2000 -1299 -1000 3000 1
-2000 -1299 -900 3000 1
-2000 -1299 -801 3000 1
-2000 -1299 -699 3000 1
-2000 -1299 -600 3000 1
-2000 -1299 -501 3000 1
-2000 -1299 -399 3000 1
-2000 -1299 -300 3000 1
-2000 -1299 -201 3000 1
-2000 -1299 -99 3000 1
-2000 -1200 -1599 3000 1
-20 -12 -15 30 1
-2000 -1200 -1401 3000 1
-2000 -1200 -1299 3000 1
-10 -6 -6 15 1
-2000 -1200 -1101 3000 1
-10 -6 -5 15 1
-20 -12 -9 30 1
-2000 -1200 -801 3000 1
-2000 -1200 -699 3000 1
-10 -6 -3 15 1
-2000 -1200 -501 3000 1
-2000 -1200 -399 3000 1
-20 -12 -3 30 1
-2000 -1200 -201 3000 1
-2000 -1200 -99 3000 1
-10 -6 0 15 1
-2000 -1101 -1701 3000 1
-2000 -1101 -1599 3000 1
-2000 -1101 -1500 3000 1
-2000 -1101 -1401 3000 1
-2000 -1101 -1299 3000 1
-2000 -1101 -1200 3000 1
-2000 -1101 -1101 3000 1
-2000 -1101 -1000 3000 1
-2000 -1101 -900 3000 1
-2000 -1101 -801 3000 1
-2000 -1101 -699 3000 1
-2000 -1101 -600 3000 1
-2000 -1101 -501 3000 1
-2000 -1101 -399 3000 1
-2000 -1101 -300 3000 1
-2000 -1101 -201 3000 1
-2000 -1101 -99 3000 1
-2000 -1101 0 3000 1
-10 -5 -9 15 1
-2000 -1000 -1701 3000 1
-2000 -1000 -1599 3000 1
-4 -2 -3 6 1
-2000 -1000 -1401 3000 1
-2000 -1000 -1299 3000 1
-10 -5 -6 15 1
-2000 -1000 -1101 3000 1
-2 -1 -1 3 1
-20 -10 -9 30 1
-2000 -1000 -801 3000 1
-2000 -1000 -699 3000 1
-10 -5 -3 15 1
-2000 -1000 -501 3000 1
-2000 -1000 -399 3000 1
-20 -10 -3 30 1
-2000 -1000 -201 3000 1
-2000 -1000 -99 3000 1
-2000 -900 -1899 3000 1
-20 -9 -18 30 1
-2000 -900 -1701 3000 1
-2000 -900 -1599 3000 1
-20 -9 -15 30 1
-2000 -900 -1401 3000 1
-2000 -900 -1299 3000 1
-20 -9 -12 30 1
-2000 -900 -1101 3000 1
-20 -9 -10 30 1
-20 -9 -9 30 1
-2000 -900 -801 3000 1
-2000 -900 -699 3000 1
