 --- primitive lattice vectors ---
    31   0.0071743766  0.0000078443 -0.0001889730
    32   0.0976051735 -0.0002524489  0.0027146432
    33  -0.1042419532  0.0003197532  0.0025665965
    34  -0.1036501888  0.0002313704  0.0014704365
    35   0.0339890854 -0.0130311719  0.4881082252
    36   0.0343299821  0.0128573912  0.4887215937
    37   0.0424721782  0.0117522964 -0.4902256589
    38   0.0432325000 -0.0124295559 -0.4918744558
 n=    31 A   IR&R
     hbarW=  0.34786411E-02 Ha =  0.94658639E-01 eV; nu=  0.76347350E+03 cm^-1
    25  -0.0005612382  0.0000361683  0.0000045435
    26   0.0005486101 -0.0000244954 -0.0000616452
    27  -0.0005221346  0.0002691597 -0.0015907995
    28  -0.0005146301 -0.0002870442 -0.0015482859
    29  -0.0005976324  0.0003135215  0.0015408875
    30  -0.0005490158 -0.0003063835  0.0015442979
    31   0.0007105638  0.0000211082 -0.0000429130
    32  -0.0012923523 -0.0000494857  0.0004605382
    33   0.1297817589 -0.0000940620  0.0042423513
    34   0.1343396948 -0.0014161939  0.0027756833
    35  -0.2262184695  0.4330749505  0.0361299325
    36  -0.2283342161 -0.4331663008  0.0368749034
    37  -0.2275457143 -0.4319552365 -0.0505444709
    38  -0.2253546504  0.4357773212 -0.0479632116
 n=    32 A   IR&R
     hbarW=  0.37487936E-02 Ha =  0.10200986E+00 eV; nu=  0.82276510E+03 cm^-1
    25   0.0000023546  0.0000656744  0.0001585299
    26   0.0001506399 -0.0000950718 -0.0040373496
    27   0.0038892118 -0.0028805863  0.0059816221
    28   0.0038050218  0.0028715774  0.0058345136
    29  -0.0035365730  0.0025468946  0.0052056151
    30  -0.0037624999 -0.0026483747  0.0055205891
    31  -0.0000810707 -0.0000254832 -0.0034864868
    32  -0.0011141413  0.0006436320  0.0492910943
    33  -0.0015860252  0.0813603217  0.1904796385
    34  -0.0033853055 -0.0851892320  0.2125917938
    35  -0.0046452207 -0.0670930160 -0.4615140174
    36  -0.0041837076  0.0718725466 -0.4837743980
    37   0.0159312441 -0.0593220287 -0.4543199659
    38   0.0172082745  0.0635669945 -0.4803150557
 n=    33 A   IR&R
     hbarW=  0.38121918E-02 Ha =  0.10373501E+00 eV; nu=  0.83667940E+03 cm^-1
    25  -0.0000061901 -0.0003759438  0.0000132907
    26  -0.0000028187  0.0008761986 -0.0001197428
    27  -0.0021075807  0.0012012973 -0.0035910478
    28   0.0023564163  0.0013664275  0.0039702037
    29  -0.0023220571  0.0014078843  0.0038513956
    30   0.0021603012  0.0012620427 -0.0035780247
    31  -0.0000070432 -0.0004329298 -0.0001050817
    32  -0.0001046248 -0.0236447579  0.0014284775
    33  -0.0045069485  0.0658895007  0.3741291078
    34   0.0045634978  0.0611840258 -0.3618870939
    35  -0.0060693163 -0.0737275788 -0.4209774597
    36   0.0059129012 -0.0685433028  0.3932330668
    37   0.0171248629 -0.0702618761 -0.4423843063
    38  -0.0154881437 -0.0688142655  0.4151198070
 n=    34 A   IR&R
     hbarW=  0.40177626E-02 Ha =  0.10932888E+00 eV; nu=  0.88179699E+03 cm^-1
    25   0.0000014810  0.0000189004 -0.0000039352
    26   0.0000044688 -0.0000250930 -0.0000109115
    27   0.0042391789 -0.0034275640  0.0057903972
    28  -0.0042588851 -0.0034293627 -0.0058268271
    29  -0.0041536628  0.0032604729  0.0053305800
    30   0.0041490293  0.0032464899 -0.0053079971
    31   0.0000013920  0.0000477434 -0.0000040161
    32   0.0000282852  0.0004076327  0.0000200612
    33  -0.0966449228 -0.0007678937 -0.0076503910
    34   0.0957607673 -0.0013014501  0.0083943281
    35   0.0603394592 -0.0453425126  0.4990539175
    36  -0.0596209498 -0.0428882973 -0.4992320532
    37   0.0683046322  0.0474427603 -0.4796097593
    38  -0.0677269689  0.0472525167  0.4774714086
 n=    35 A   IR&R
     hbarW=  0.52717503E-02 Ha =  0.14345162E+00 eV; nu=  0.11570155E+04 cm^-1
    25   0.0000002887 -0.0000016370  0.0000087997
    26  -0.0000002247  0.0000035614 -0.0000062491
    27   0.0004256005 -0.0001240848  0.0018825180
    28  -0.0004195840 -0.0001399382 -0.0018767028
    29  -0.0003869536  0.0001186296  0.0017402111
    30   0.0003717835  0.0001107626 -0.0017361116
    31  -0.0000001803  0.0000127468 -0.0000046496
    32  -0.0000049057  0.0000162207  0.0000561966
    33   0.4172843145 -0.0000864157  0.0037734058
    34  -0.4162685022 -0.0002791855 -0.0039641350
    35  -0.1069437023  0.3829329768  0.0902980135
    36   0.1066185257  0.3763444074 -0.0897314288
    37  -0.1063100174 -0.3780970057 -0.0908578751
    38   0.1036907343 -0.3792195721  0.0905218374
 n=    36 A   IR&R
     hbarW=  0.56268990E-02 Ha =  0.15311571E+00 eV; nu=  0.12349616E+04 cm^-1
    25   0.0000173618  0.0000085144 -0.0002804388
    26   0.0000210641 -0.0000226264 -0.0019492398
    27   0.0010315618 -0.0003232510  0.0010092457
    28   0.0010306026  0.0003731954  0.0010134957
    29  -0.0009796544  0.0002682013  0.0009136000
    30  -0.0009832157 -0.0002785830  0.0009147296
    31  -0.0000116971 -0.0000297983 -0.0009020534
    32  -0.0002853530 -0.0000039479  0.0194475806
    33   0.0000689704  0.4498827727 -0.0184210507
    34   0.0003368334 -0.4478283128 -0.0181055994
    35  -0.1198799493  0.3630093211 -0.0121609721
    36  -0.1253922782 -0.3683056960 -0.0130255057
    37   0.1238283271  0.3654495875 -0.0104948451
    38   0.1226477495 -0.3660441654 -0.0114999761
 n=    37 A   IR&R
     hbarW=  0.62380109E-02 Ha =  0.16974491E+00 eV; nu=  0.13690852E+04 cm^-1
    25   0.0000022814 -0.0006837756 -0.0000031498
    26  -0.0000020548 -0.0005687728  0.0000062756
    27   0.0008327742 -0.0001722506  0.0007987149
    28  -0.0008525070 -0.0001917396 -0.0008259571
    29   0.0008548759 -0.0001623329 -0.0007601316
    30  -0.0008240320 -0.0001477101  0.0007446891
    31  -0.0000035783  0.0003349669  0.0000045761
    32   0.0000117489  0.0015510027 -0.0001058441
    33   0.0012487705  0.2193390171 -0.0237870337
    34   0.0001952952  0.2273192278  0.0247402145
    35   0.2656320771 -0.3859618065  0.0657860891
    36  -0.2697504740 -0.3842194049 -0.0669519520
    37  -0.2705164873 -0.3856810611  0.0613064772
    38   0.2686515080 -0.3854882942 -0.0619564053
 n=    38 A   IR&R
     hbarW=  0.67423884E-02 Ha =  0.18346972E+00 eV; nu=  0.14797832E+04 cm^-1
    25   0.0000064693  0.0000012436 -0.0003704318
    26   0.0000235642 -0.0000049028 -0.0000279637
    27   0.0001406046 -0.0005635222  0.0001566892
    28   0.0001483451  0.0005807629  0.0001420854
    29  -0.0001255421  0.0005303641  0.0001382041
    30  -0.0001273709 -0.0005415109  0.0001463663
    31  -0.0000130511 -0.0000105039 -0.0003341379
    32  -0.0001689637 -0.0000016485  0.0086487841
    33   0.0023161096  0.5128753397 -0.0464554525
    34  -0.0010661682 -0.5111405109 -0.0468238094
    35   0.2459126218 -0.2328183116  0.0645597316
    36   0.2453705004  0.2284703182  0.0645187101
    37  -0.2493909200 -0.2319138717  0.0600004097
    38  -0.2451499231  0.2293662834  0.0596660676
 n=    39 A   IR&R
     hbarW=  0.13389775E-01 Ha =  0.36435429E+00 eV; nu=  0.29387159E+04 cm^-1
    25   0.0000021563 -0.0002753903 -0.0000135236
    26  -0.0000020719  0.0000466813  0.0000083724
    27  -0.0000353347  0.0001238859 -0.0003575397
    28   0.0000236104  0.0001271932  0.0004020742
    29  -0.0000191698  0.0001210913  0.0003543739
    30   0.0000304446  0.0001187724 -0.0003071929
    31  -0.0000016173  0.0000058452  0.0000113393
    32   0.0000083978  0.0000735905 -0.0000844559
    33  -0.0043800864 -0.1576568592  0.0311012577
    34   0.0044141237 -0.1235914420 -0.0250634868
    35   0.4694427645  0.2692857527 -0.0521822441
    36  -0.3849067723  0.2239002104  0.0425587218
    37  -0.4535873331  0.2644944625 -0.0584484746
    38   0.3692458478  0.2117456537  0.0472319147
 n=    40 A   IR&R
     hbarW=  0.13411427E-01 Ha =  0.36494349E+00 eV; nu=  0.29434681E+04 cm^-1
    25   0.0000057726  0.0000295461 -0.0001261088
    26  -0.0000080807 -0.0000039515  0.0000502411
    27  -0.0000432047 -0.0000044035  0.0002640375
    28  -0.0000448681 -0.0000174029  0.0001806066
    29   0.0000546582 -0.0000271008  0.0001635292
    30   0.0000593517 -0.0000052576  0.0002123105
    31   0.0000014561 -0.0000088155  0.0000884458
    32   0.0000442856 -0.0000095585 -0.0008746676
    33  -0.0022952049 -0.1528112630  0.0270207761
    34  -0.0050013337  0.1813346226  0.0327872936
    35   0.3762309371  0.2168472791 -0.0432413365
    36   0.4664207343 -0.2726998801 -0.0533930743
    37  -0.3684775748  0.2161760222 -0.0490098396
    38  -0.4486883681 -0.2588151187 -0.0592214895
 n=    41 A   IR&R
     hbarW=  0.13719496E-01 Ha =  0.37332646E+00 eV; nu=  0.30110813E+04 cm^-1
    25  -0.0000034452  0.0000011410  0.0000021779
    26   0.0000037707 -0.0000037486 -0.0000008134
    27   0.0000453280  0.0000099473  0.0004005166
    28  -0.0000498286  0.0000056906 -0.0004250727
    29  -0.0000377002 -0.0000124137  0.0003858413
    30   0.0000337312 -0.0000113335 -0.0003759444
    31   0.0000001068  0.0000035238 -0.0000014319
    32  -0.0000073227 -0.0000136452  0.0000036340
    33   0.2334582347 -0.0025406486  0.0024620434
    34  -0.2204753276 -0.0029940594 -0.0027445416
    35  -0.4064967316 -0.2509330632  0.0486954011
    36   0.3776208537 -0.2365388866 -0.0454892626
    37  -0.4147174843  0.2603566743 -0.0570015736
    38   0.3986230313  0.2464263488  0.0548719459
 n=    42 A   IR&R
     hbarW=  0.13844681E-01 Ha =  0.37673292E+00 eV; nu=  0.30385562E+04 cm^-1
    25   0.0001114735 -0.0000012906 -0.0000017362
    26  -0.0001307371  0.0000007272  0.0000005592
    27   0.0001080274 -0.0000379747  0.0003572088
    28   0.0001055654  0.0000408655  0.0003366891
    29   0.0000942430 -0.0000315106 -0.0003007124
    30   0.0000999749  0.0000323350 -0.0003302975
    31  -0.0000087407 -0.0000002325 -0.0000042148
    32   0.0001371244  0.0000020160  0.0000043053
    33  -0.2249164848  0.0027991371 -0.0023603808
    34  -0.2377531462 -0.0024761627 -0.0027614296
    35   0.3839942602  0.2377131851 -0.0441568496
    36   0.4015999503 -0.2521541697 -0.0464353021
    37   0.3902187821 -0.2457495615  0.0519184366
    38   0.4175767618  0.2590405811  0.0556544086
