 --- primitive lattice vectors ---
    38   0.0179668211 -0.0149954596 -0.0084570627
 n=    21 A   IR&R
     hbarW=  0.50961332E-03 Ha =  0.13867284E-01 eV; nu=  0.11184720E+03 cm^-1
    17   0.0156735303 -0.2617128856 -0.0009542962
    18  -0.0032963062 -0.2042374670 -0.0054381323
    19  -0.0225374274 -0.2027567658 -0.0413429799
    20   0.0358661727 -0.2095238137  0.0633320698
    21   0.0116854403 -0.1647171247 -0.0072645581
    22   0.0038026808 -0.1937052098 -0.0023094296
    23   0.0224862291 -0.2538455896  0.0293161079
    24  -0.0115351751 -0.2509187593 -0.0312486486
    25  -0.0095325316  0.1464381980  0.0134727702
    26  -0.0045955241  0.3066661410 -0.0006588441
    27   0.1222914704  0.1798211114  0.1264369154
    28  -0.1179061158  0.1919984553 -0.1228610370
    29   0.1057767558  0.1852692646  0.0125952126
    30  -0.1327635744  0.1874851133 -0.0190564423
    31  -0.0008466702 -0.0217497766 -0.0247703805
    32  -0.0158225476  0.4936092237  0.0070227861
    33  -0.0041967569  0.0605552808 -0.0370294707
    34   0.0045314026  0.0606986387  0.0413999017
    35  -0.0023210447  0.0173789829 -0.0213353876
    36   0.0026408910  0.0173810103  0.0245983598
    37  -0.0019094694  0.0138848109 -0.0215901959
    38   0.0021583879  0.0138708569  0.0216079645
 n=    22 A   IR&R
     hbarW=  0.51444271E-03 Ha =  0.13998698E-01 eV; nu=  0.11290713E+03 cm^-1
    17   0.2634739991  0.0065081926  0.1284639043
    18  -0.0758250967  0.0161391265  0.0678830411
    19   0.1020971529  0.1791412097  0.1096357529
    20   0.1082822843 -0.1629196538  0.0984318130
    21   0.0941839967  0.0131277238 -0.1330040517
    22   0.1409238360  0.0092665085 -0.0570224989
    23   0.0803362063  0.0063785133 -0.0863280945
    24   0.0742529823  0.0246885257 -0.0843631122
    25  -0.1435655965 -0.0055611328  0.3034693611
    26  -0.0629338496 -0.0153816317  0.3058983027
    27   0.0164257194 -0.1697722679  0.0282390544
    28   0.0289621836  0.1520291479  0.0109612762
    29  -0.1941218429  0.0431199813 -0.0309221548
    30  -0.1851828702 -0.0593061381 -0.0556994531
    31  -0.0004333000 -0.0035525161 -0.5670569403
    32  -0.2315769377 -0.0199570328 -0.0381938028
    33  -0.0156395280 -0.0048771090  0.0006391684
    34  -0.0132744260 -0.0041505697 -0.0021412596
    35  -0.0035118058 -0.0009034415  0.0111685821
    36  -0.0023121124 -0.0007288274  0.0099148486
    37  -0.0033288045 -0.0011311476 -0.0076556708
    38  -0.0020551981 -0.0022785249 -0.0094131080
 n=    23 A   IR&R
     hbarW=  0.51589595E-03 Ha =  0.14038243E-01 eV; nu=  0.11322608E+03 cm^-1
    17   0.0883475835  0.0089667493 -0.0073403634
    18   0.2618705830 -0.0056001397 -0.0770419040
    19   0.2239090350 -0.0870834264 -0.0677424493
    20   0.2076831766  0.0898670015 -0.0613236710
    21   0.2215028531 -0.0086170209 -0.0274488891
    22   0.2081511148  0.0042808480  0.1349653273
    23   0.1248273060  0.0091031927  0.0333820108
    24   0.1305814814 -0.0113714244  0.0366240938
    25  -0.2979410358  0.0018792558 -0.1546713406
    26  -0.0972792854 -0.0029401766 -0.1433935708
    27  -0.2097702742 -0.0585330244  0.0622010179
    28  -0.2076075854  0.0541934007  0.1072208868
    29  -0.0989678068 -0.1558877992 -0.0977076740
    30  -0.0999499519  0.1586450446 -0.0616794918
    31   0.0408248126  0.0050396752  0.2951140454
    32  -0.4759266256 -0.0066018887  0.0233587173
    33  -0.0263466895 -0.0000700634  0.0080377295
    34  -0.0290639695 -0.0006599540  0.0064768830
    35  -0.0045534694 -0.0013135526  0.0223057435
    36  -0.0059629882  0.0001637843  0.0210214730
    37  -0.0041968846  0.0009452281 -0.0190544789
    38  -0.0055828875 -0.0000965251 -0.0196063279
 n=    24 A   IR&R
     hbarW=  0.53716060E-03 Ha =  0.14616883E-01 eV; nu=  0.11789313E+03 cm^-1
    17  -0.0113783376 -0.0110394381  0.2416215134
    18  -0.0034091915 -0.0034732567 -0.2527657919
    19  -0.1449764385 -0.0097239204  0.0039431244
    20  -0.1522646226  0.0107985336 -0.0160535907
    21   0.2226196408  0.0045355221  0.1727585793
    22   0.2209951551  0.0188105640 -0.1610584449
    23   0.2984404850  0.0055081387  0.0107541183
    24   0.2918794551  0.0067935435 -0.0061785065
    25   0.0571873970 -0.0105446736 -0.0043133632
    26  -0.1884594476  0.0058681671 -0.0141461261
    27  -0.1099579592 -0.0222752942 -0.2483207387
    28  -0.1022315554  0.0089106844 -0.2666545206
    29  -0.0982996907 -0.0360310504  0.2376375616
    30  -0.1013723590  0.0361964579  0.2689298162
    31  -0.3421749550 -0.0122979336  0.0271897907
    32   0.1869478174  0.0077374282  0.0058000063
    33  -0.0189261997  0.0002935174 -0.0012636450
    34  -0.0206255070  0.0001477643  0.0022966725
    35  -0.0084050025 -0.0003148346 -0.0292328118
    36  -0.0092765332 -0.0003457292 -0.0272846056
    37  -0.0088801993  0.0003071855  0.0271800327
    38  -0.0098052943  0.0003094469  0.0293306351
 n=    25 A   IR&R
     hbarW=  0.54310319E-03 Ha =  0.14778589E-01 eV; nu=  0.11919737E+03 cm^-1
    17   0.0017390695  0.1830467309  0.0091026035
    18  -0.0041471613  0.1741845000 -0.0084685720
    19  -0.0121428391  0.0379988378 -0.2097339462
    20  -0.0042964372  0.0345213056  0.2157418235
    21   0.0084300332 -0.2836299964  0.0027786803
    22   0.0087674407 -0.2870351293 -0.0135898769
    23   0.0110363571 -0.1962309426 -0.1868485790
    24   0.0139900601 -0.1967609311  0.1884077719
    25   0.0040907604  0.1912991606  0.0077124228
    26  -0.0070130769 -0.0785674455  0.0005763461
    27   0.0157356342  0.0787742199 -0.2841785452
    28  -0.0184223824  0.0811221394  0.2596156546
    29   0.0067326009  0.0736801690  0.2811535734
    30  -0.0183443300  0.0701127832 -0.2608444110
    31  -0.0146328965  0.3344558183 -0.0022312534
    32   0.0117316768 -0.2243180175  0.0037927961
    33  -0.0025437267  0.0053407001  0.0452554142
    34  -0.0016772745  0.0054683595 -0.0446404804
    35  -0.0010580057  0.0039424385  0.0238569361
    36  -0.0004666521  0.0039712053 -0.0266465687
    37  -0.0009982715  0.0039259306  0.0269493401
    38  -0.0006218815  0.0039351294 -0.0235034384
 n=    26 A   IR&R
     hbarW=  0.54458007E-03 Ha =  0.14818777E-01 eV; nu=  0.11952151E+03 cm^-1
    17  -0.0022685254 -0.2371834321 -0.0040001641
    18  -0.0021117632  0.2470149130  0.0063569236
    19   0.2694481214 -0.0014532251 -0.0051136359
    20  -0.2707311757 -0.0007445090  0.0016611232
    21  -0.0046509424 -0.2425882869 -0.0004942595
    22  -0.0026514646  0.2367451893  0.0036768600
    23   0.2751315763 -0.0002412194 -0.0034827346
    24  -0.2831518122  0.0006873264  0.0009881163
    25  -0.0020959205  0.0031670278  0.0007061005
    26   0.0057864327 -0.0030799842  0.0026600976
    27  -0.2615386433 -0.2159738404  0.0059029244
    28   0.2660861964 -0.2179312970 -0.0039862177
    29   0.2670888338  0.2165954573  0.0127859178
    30  -0.2601326316  0.2143527785 -0.0187037532
    31   0.0070355266  0.0008897518  0.0015673693
    32  -0.0011322847  0.0000343271 -0.0006555034
    33   0.0018406056  0.0001031222  0.0009677822
    34  -0.0018596605  0.0000195025 -0.0002973597
    35   0.0009248257 -0.0005650979  0.0009258501
    36  -0.0008885608 -0.0005835063 -0.0004074088
    37   0.0009542360  0.0006945440 -0.0001725486
    38  -0.0008988245  0.0006879661 -0.0002153838
 n=    27 A   IR&R
     hbarW=  0.56995301E-03 Ha =  0.15509210E-01 eV; nu=  0.12509023E+03 cm^-1
    17   0.1886905735  0.0558662197  0.0124834120
    18   0.1872184129  0.0707306085 -0.0115163052
    19  -0.0417277731 -0.2863281118 -0.0193464961
    20  -0.0270869643 -0.2792327156  0.0130394433
    21  -0.1627230665 -0.0216647313  0.0425847952
    22  -0.1618984417 -0.0076945266 -0.0397401709
    23   0.0052670056  0.2592282239 -0.0715055955
    24   0.0198546783  0.2640196346  0.0724399695
    25   0.2177195275  0.3414619209  0.0037243771
    26  -0.2329473551 -0.3538534802  0.0019226709
    27   0.0152332557 -0.0222355352 -0.1551410879
    28  -0.0126993822 -0.0139710725  0.0260114926
    29   0.0033331657 -0.0115051827  0.1483498976
    30   0.0111534503  0.0020350858 -0.0357571801
    31   0.1214763379 -0.2066310529  0.0094711015
    32  -0.1621447392  0.2573560084  0.0004078485
    33   0.0294362379 -0.0533148590 -0.0131832112
    34   0.0317975530 -0.0536425378  0.0203530201
    35   0.0096914648 -0.0168934787 -0.0011644751
    36   0.0108723472 -0.0161184830  0.0221309612
    37   0.0098218294 -0.0172147485 -0.0207931799
    38   0.0111655914 -0.0180184132  0.0024858846
 n=    28 A   IR&R
     hbarW=  0.56999914E-03 Ha =  0.15510465E-01 eV; nu=  0.12510035E+03 cm^-1
    17  -0.2944749866  0.0350205125 -0.0143911927
    18  -0.2961271027  0.0454429359  0.0195805166
    19   0.0440446835 -0.1809988460 -0.0118191650
    20   0.0573941470 -0.1809483171  0.0088927647
    21   0.2553533303 -0.0138741832 -0.0594426673
    22   0.2570266833 -0.0045392935  0.0634601413
    23  -0.0229923423  0.1670340289 -0.0466233474
    24  -0.0103970366  0.1673356522  0.0452067289
    25  -0.3394516492  0.2178658452  0.0012048302
    26   0.3637246072 -0.2260174424  0.0017346916
    27   0.0024292204 -0.0039557923  0.0338378652
    28  -0.0193635495 -0.0214654250  0.1487820585
    29  -0.0093900467  0.0072786856 -0.0320035563
    30  -0.0009007809 -0.0102945582 -0.1485275336
    31  -0.1926100916 -0.1325882098 -0.0000468567
    32   0.2561801345  0.1644066984 -0.0076092963
    33  -0.0490959490 -0.0340816883 -0.0134794437
    34  -0.0476400752 -0.0342426555  0.0081643895
    35  -0.0166436434 -0.0099251660 -0.0238988818
    36  -0.0158938637 -0.0111291156 -0.0088169306
    37  -0.0169325106 -0.0117754672  0.0073223037
    38  -0.0161122974 -0.0106988363  0.0223565062
 n=    29 A   IR&R
     hbarW=  0.58210852E-03 Ha =  0.15839978E-01 eV; nu=  0.12775806E+03 cm^-1
    17  -0.0010997493 -0.2605009063 -0.0061792821
    18  -0.0002618238  0.2535702768 -0.0036500883
    19  -0.2141041698  0.0139137773 -0.0037085466
    20   0.2089618443  0.0135231294  0.0004472861
    21  -0.0066386272 -0.2496589032 -0.0002000418
    22   0.0018848530  0.2496655513 -0.0022855781
    23  -0.2033298192 -0.0158211841  0.0027976421
    24   0.2022864996 -0.0064929961 -0.0014481447
    25  -0.0009066367 -0.0141835317  0.0188540036
    26   0.0018197155  0.0153422846  0.0189128941
    27   0.2438417881 -0.2789057673 -0.0509239983
    28  -0.2437064668 -0.2828103441  0.0288645417
    29  -0.2413685714  0.2802756578 -0.0572871624
    30   0.2497191696  0.2840676178  0.0393154603
    31   0.0072354426  0.0117920114  0.0132891300
    32  -0.0054551521 -0.0140308100 -0.0003980707
    33  -0.0316962602  0.0013154014  0.0040232174
    34   0.0326993046  0.0006625224  0.0025074901
    35  -0.0175712273  0.0137132640 -0.0019676233
    36   0.0180342304  0.0136818640  0.0033151509
    37  -0.0176476483 -0.0128275388  0.0036376726
    38   0.0180627537 -0.0131059669 -0.0032263569
 n=    30 A   IR&R
     hbarW=  0.58978211E-03 Ha =  0.16048787E-01 eV; nu=  0.12944221E+03 cm^-1
    17   0.0219998016 -0.0090186186  0.1080863219
    18  -0.0085893218  0.0154767489  0.1036909175
    19  -0.0064945078 -0.0008185939  0.0420641488
    20   0.0102968647 -0.0008148145  0.0471475222
    21   0.1050204856 -0.0100898059  0.0155933921
    22  -0.1010356387  0.0099029186  0.0180642710
    23  -0.0034278725  0.1094719313 -0.0422933641
    24   0.0091996748 -0.1002195806 -0.0409262043
    25   0.0018560373  0.0026070806 -0.4478117437
    26  -0.0046868557 -0.0055946328 -0.4697129115
    27   0.0571958197 -0.0653257693  0.2837130164
    28   0.0430297570  0.0391186894  0.2863772209
    29  -0.0673511809  0.0538592104  0.2934674047
    30  -0.0473566246 -0.0343388604  0.2867221774
    31  -0.0030207580  0.0002826839 -0.3714639102
    32  -0.0013764463  0.0017746634 -0.0377492695
    33  -0.0001179581 -0.0078438879 -0.0743164839
    34   0.0030076593  0.0021383355 -0.0745171807
    35  -0.0001088380 -0.0006451927 -0.0108937606
    36   0.0015760879  0.0001878101 -0.0105198995
    37  -0.0008374259 -0.0019568320 -0.0119763983
    38   0.0008700532 -0.0010284326 -0.0120906662
 n=    31 A   IR&R
     hbarW=  0.64961497E-03 Ha =  0.17676922E-01 eV; nu=  0.14257401E+03 cm^-1
    17  -0.2589597617  0.0165897624  0.1536555753
    18  -0.2684898995  0.0112319219 -0.1546648031
    19  -0.2449654392  0.0143205355 -0.0078067249
    20  -0.2478827700  0.0119894232  0.0081178831
    21   0.0837097319 -0.0018214341  0.2329746606
    22   0.0802297420 -0.0063443428 -0.2325548814
    23   0.0900834073 -0.0071267405 -0.0180591101
    24   0.0892743213 -0.0037903490  0.0089134926
    25  -0.0386521470 -0.0115373269 -0.0029567330
    26   0.1494859771  0.0038042924  0.0028366631
    27   0.1595843104 -0.0904746450  0.0028075893
    28   0.1519461833  0.0821318406  0.0027324196
    29   0.1664541085 -0.0837169988  0.0020423072
    30   0.1556168988  0.0604344578  0.0043006253
    31   0.4326214754 -0.0245999711 -0.0073113312
    32  -0.4560467892  0.0224848307 -0.0010890097
    33  -0.0483367467  0.0043804009  0.0046806970
    34  -0.0486677033  0.0041101092  0.0080676582
    35  -0.0119794537  0.0004354940  0.0144086706
    36  -0.0121243412  0.0017869900  0.0162324362
    37  -0.0116680650  0.0019690200 -0.0130570953
    38  -0.0118731435  0.0004697716 -0.0111962526
 n=    32 A   IR&R
     hbarW=  0.65377620E-03 Ha =  0.17790155E-01 eV; nu=  0.14348729E+03 cm^-1
    17   0.0121521666  0.2671187477 -0.0115942496
    18   0.0171764977  0.2611938270  0.0056215186
    19   0.0128712034  0.2412335553 -0.1517957152
    20   0.0150813599  0.2443084802  0.1490086557
    21  -0.0067146540 -0.0792633796 -0.0142846399
    22  -0.0014648571 -0.0850713800  0.0105089056
    23  -0.0064690541 -0.0844925201 -0.2400221810
    24  -0.0028297392 -0.0822284708  0.2375580196
    25   0.0007978184 -0.2055778073  0.0027032825
    26  -0.0089773862  0.0547192609  0.0003343936
    27   0.0766559550 -0.1478475216  0.0147737798
    28  -0.0900497772 -0.1545718163 -0.0110363507
    29   0.0713148226 -0.1411772393 -0.0135145277
    30  -0.0922268241 -0.1516840229  0.0165200250
    31  -0.0237573367 -0.4432401154  0.0027450748
    32   0.0240078654  0.4209309570  0.0002228314
    33   0.0035539757  0.0776849171 -0.0307590814
    34   0.0020250460  0.0775787252  0.0335555617
    35   0.0007490018  0.0211992624 -0.0179029428
    36   0.0006333516  0.0210540267  0.0173948634
    37   0.0014411889  0.0214293001 -0.0167992781
    38  -0.0000973820  0.0215821410  0.0187685020
 n=    33 A   IR&R
     hbarW=  0.67622297E-03 Ha =  0.18400963E-01 eV; nu=  0.14841379E+03 cm^-1
    17   0.2344054154  0.0021668405 -0.1200635137
    18  -0.2319359602  0.0015279279 -0.1145686255
    19   0.0025186011 -0.2196959425  0.1062144293
    20   0.0038133589  0.2218522620  0.1084960330
    21   0.1874108576 -0.0010410212  0.1272008195
    22  -0.1835824016 -0.0016724119  0.1320373522
    23  -0.0008400926 -0.1828763607 -0.1163470381
    24  -0.0008127261  0.1797488873 -0.1174154914
    25   0.0069878595 -0.0016066007 -0.1947312176
    26  -0.0050990378  0.0001791119  0.1850772088
    27  -0.2311483165 -0.2565055061 -0.0035344191
    28  -0.2326772367  0.2581582886 -0.0053708095
    29   0.2248508490  0.2596948724 -0.0038792340
    30   0.2237174178 -0.2583751544 -0.0021644041
    31  -0.0074435811  0.0009984184  0.0034724055
    32   0.0091972330 -0.0017364930  0.0158184797
    33  -0.0001042497  0.0012628426  0.0066637012
    34  -0.0004421860  0.0006334052  0.0065363340
    35  -0.0004025615  0.0006579737  0.0003897129
    36  -0.0005694751 -0.0002047785  0.0002694671
    37   0.0002257862  0.0007546413  0.0019137206
    38   0.0000462524 -0.0000504385  0.0017688998
 n=    34 A   IR&R
     hbarW=  0.72403062E-03 Ha =  0.19701875E-01 eV; nu=  0.15890636E+03 cm^-1
    17  -0.2474051826 -0.0034543063 -0.1938845994
    18   0.2583606234 -0.0012381596 -0.1994665738
    19  -0.0023003296 -0.2546738505 -0.1655397573
    20  -0.0022430913  0.2494892722 -0.1668991583
    21  -0.2984406612  0.0015071504  0.0067166675
    22   0.2864169738  0.0020938807  0.0038243740
    23   0.0029166205 -0.2922981452  0.0290172433
    24   0.0027436010  0.2887739508  0.0251361215
    25  -0.0051863855  0.0022929145  0.0940632586
    26   0.0089641735 -0.0042982715  0.0708095021
    27   0.1158522361 -0.1111213282  0.1505458124
    28   0.1166836856  0.1186709538  0.1514310467
    29  -0.1173983265  0.1149343422  0.1513256318
    30  -0.1182974454 -0.1145928339  0.1497480822
    31  -0.0048066731  0.0027562391 -0.1559466193
    32   0.0032912807 -0.0037803009 -0.0689129185
    33  -0.0024192347  0.0046550302  0.1146293803
    34  -0.0018556503 -0.0057466463  0.1148632942
    35  -0.0010167660  0.0006912321  0.0259938212
    36  -0.0007207215 -0.0007589728  0.0259699472
    37  -0.0004685640  0.0004670985  0.0266171343
    38  -0.0001561598 -0.0009945373  0.0266013324
 n=    35 A   IR&R
     hbarW=  0.75517204E-03 Ha =  0.20549276E-01 eV; nu=  0.16574111E+03 cm^-1
    17  -0.2233097583 -0.0023817682 -0.1022789757
    18  -0.3371740683 -0.0003411186  0.0051257223
    19   0.2678638386  0.0314385833 -0.0330650425
    20   0.2663957885 -0.0328245303 -0.0342517934
    21   0.0269558013  0.0033348906 -0.2649900717
    22   0.0494063622  0.0051767204 -0.1443378352
    23  -0.0227903699 -0.0386550305 -0.1741735992
    24  -0.0239748090  0.0293849404 -0.1753789452
    25   0.1223010604  0.0002369844  0.0561071673
    26  -0.3861725808 -0.0050030172  0.0912580112
    27   0.0179621412  0.1064260603  0.0740899345
    28   0.0168297084 -0.1007983419  0.0766737580
    29   0.2405096465 -0.1331095050  0.2107972522
    30   0.2390256829  0.1351342343  0.2081145733
    31  -0.1421365360 -0.0020125574  0.0406250995
    32  -0.1375650262 -0.0014260696  0.0468849498
    33   0.0206300931  0.0053017618  0.1109442023
    34   0.0215833363 -0.0031723188  0.1121366077
    35   0.0073688021  0.0006430924  0.0387078321
    36   0.0078716583  0.0003504629  0.0390235199
    37   0.0082192617  0.0007507521  0.0114311170
    38   0.0087481981 -0.0005260090  0.0117041372
 n=    36 A   IR&R
     hbarW=  0.75648410E-03 Ha =  0.20584979E-01 eV; nu=  0.16602907E+03 cm^-1
    17   0.2985653544 -0.0006105537 -0.0146160222
    18   0.1556542785  0.0012928244 -0.1015679215
    19  -0.2121867319  0.0461691860 -0.0324860780
    20  -0.2120829889 -0.0518212639 -0.0347158701
    21  -0.0456598322  0.0046169624 -0.2030491127
    22  -0.0175884693  0.0061012831 -0.2963659619
    23   0.0138052915 -0.0404059987 -0.2240170228
    24   0.0146384592  0.0294539580 -0.2246577557
    25  -0.0981720271 -0.0028252300  0.0777402919
    26   0.3125858017 -0.0048825793  0.1045270559
    27  -0.2514893202  0.1650413710  0.2267266161
    28  -0.2509558220 -0.1538263466  0.2278823591
    29   0.0451399887 -0.1310819359  0.1192077442
    30   0.0419862410  0.1329104236  0.1184541205
    31   0.1101271219 -0.0045277804  0.0517355369
    32   0.1108836329 -0.0022549652  0.0602975778
    33  -0.0191811102  0.0064282461  0.1337158027
    34  -0.0187314855 -0.0039901247  0.1354753842
    35  -0.0074004636  0.0011457436  0.0182343444
    36  -0.0071554890 -0.0002225964  0.0187416031
    37  -0.0068578035  0.0005955236  0.0420625747
    38  -0.0066238729 -0.0000639762  0.0426755770
 n=    37 A   IR&R
     hbarW=  0.75988780E-03 Ha =  0.20677599E-01 eV; nu=  0.16677610E+03 cm^-1
    17  -0.0025091288  0.3544414276 -0.0007943410
    18   0.0009147434  0.3453103206 -0.0007560556
    19   0.0038232948 -0.3690865438 -0.0541303146
    20  -0.0003761405 -0.3751782257  0.0487088536
    21  -0.0022074498 -0.0558834940  0.0021975826
    22   0.0002281378 -0.0627831378  0.0025781137
    23   0.0009241814  0.0536683332 -0.0455804873
    24   0.0001096989  0.0463668990  0.0431456994
    25  -0.0017127444 -0.4421660196  0.0039195050
    26  -0.0023199693  0.1608667264 -0.0035111993
    27  -0.0271528424  0.1637440289  0.1063305982
    28   0.0305243891  0.1686707067 -0.1054508135
    29  -0.0310822017  0.1776509997 -0.1027824851
    30   0.0325961824  0.1714723081  0.1055314607
    31  -0.0007700935 -0.1288744694  0.0029362518
    32  -0.0010413116 -0.2296884598 -0.0007859329
    33   0.0001513385  0.0237938724  0.0096181219
    34   0.0002571181  0.0238958001 -0.0119278858
    35   0.0000325884  0.0079773239  0.0082952254
    36   0.0001246090  0.0079855501 -0.0086154693
    37   0.0000027533  0.0080078359  0.0082735169
    38   0.0001194562  0.0080589473 -0.0089912430
 n=    38 A   IR&R
     hbarW=  0.78362850E-03 Ha =  0.21323616E-01 eV; nu=  0.17198658E+03 cm^-1
    17  -0.0013066898  0.2607690837 -0.0022713511
    18  -0.0016150613 -0.2661824713 -0.0009908112
    19  -0.2158011630 -0.0004587906 -0.0032861064
    20   0.2077671920 -0.0000208980  0.0015414258
    21   0.0025395004  0.2469055213 -0.0030380253
    22   0.0032593417 -0.2857670672 -0.0011078739
    23  -0.2109979735  0.0163140672  0.0036678414
    24   0.2165356141  0.0178813427 -0.0049007090
    25   0.0057982439  0.0108425198  0.0007450257
    26  -0.0041163732  0.0203792872  0.0008580110
    27  -0.2355962101 -0.2932948161  0.0159422360
    28   0.2344773442 -0.2934634806 -0.0079867531
    29   0.2250858929  0.2736284838  0.0037835698
    30  -0.2265760689  0.2753731660 -0.0047028678
    31   0.0005729864  0.0171182501  0.0003657818
    32   0.0003212978  0.0025277474  0.0004923946
    33   0.0053494776 -0.0023771787  0.0005528264
    34  -0.0056979234 -0.0023676506  0.0010623263
    35   0.0029006437 -0.0029220681  0.0002230823
    36  -0.0030278255 -0.0029391594  0.0002943184
    37   0.0028919453  0.0014463980 -0.0002448338
    38  -0.0029970021  0.0014794639  0.0006841646
 n=    39 A   IR&R
     hbarW=  0.80136973E-03 Ha =  0.21806379E-01 eV; nu=  0.17588033E+03 cm^-1
    17   0.0083586428  0.0877059414  0.0215554662
    18   0.0131759003  0.0518813155 -0.0141603880
    19   0.0093872587  0.0458471701  0.1003012424
    20   0.0171955625  0.0466513979 -0.0905497587
    21  -0.0649733679  0.3097538410  0.0148458190
    22  -0.0683030539  0.2741953693 -0.0013870831
    23   0.0458406225 -0.3618786700  0.0368440723
    24   0.0536676277 -0.3683681496 -0.0292075353
    25  -0.0948520249  0.0149764827 -0.0018041847
    26   0.0088645835 -0.5213669178 -0.0074285194
    27   0.0869354696  0.1701017514 -0.0197605292
    28  -0.0225337574  0.1554606522  0.0114793611
    29   0.0972044427  0.2123244141  0.0116269215
    30  -0.0331067071  0.1903964463 -0.0235457147
    31  -0.0509677000 -0.2626477574 -0.0033657556
    32  -0.0093082328 -0.0602544356 -0.0027725234
    33   0.0022576846  0.0155085704  0.0065972302
    34   0.0034558665  0.0156371764 -0.0115178033
    35   0.0006024962  0.0055198600  0.0071822049
    36   0.0016121083  0.0055691642 -0.0038806273
    37   0.0009554822  0.0051335463  0.0028627095
    38   0.0013093664  0.0051056583 -0.0085568168
 n=    40 A   IR&R
     hbarW=  0.80187305E-03 Ha =  0.21820075E-01 eV; nu=  0.17599079E+03 cm^-1
    17  -0.0556940684  0.0162252405 -0.1070998881
    18  -0.0635135095  0.0102713872  0.0945632862
    19  -0.0713762170  0.0079005109  0.0039711382
    20  -0.0768391263  0.0060594347 -0.0295927599
    21   0.3722440194  0.0555161370 -0.0473751555
    22   0.3640049452  0.0508517608  0.0458780960
    23  -0.2726922243 -0.0648856009  0.0082481729
    24  -0.2762834925 -0.0668708741 -0.0028653178
    25   0.5292164866  0.0002806752  0.0025463304
    26  -0.0494526991 -0.0930285030  0.0068670268
    27  -0.1535873551 -0.0247713968 -0.0043686833
    28  -0.1797668769  0.0842702212  0.0009434837
    29  -0.1812310016 -0.0129573042  0.0140507082
    30  -0.1991439508  0.0868163316  0.0068077409
    31   0.2788318703 -0.0480985575  0.0109657204
    32   0.0519659670 -0.0109207241 -0.0033695991
    33  -0.0151689154  0.0029970879  0.0010902635
    34  -0.0147846006  0.0029130330 -0.0018905180
    35  -0.0059773036  0.0012152575 -0.0115802273
    36  -0.0056857412  0.0009510994 -0.0133809082
    37  -0.0061291260  0.0008203894  0.0132265368
    38  -0.0059775613  0.0010375016  0.0112759012
 n=    41 A   IR&R
     hbarW=  0.81591468E-03 Ha =  0.22202167E-01 eV; nu=  0.17907258E+03 cm^-1
    17   0.0054067102 -0.2524207008 -0.0070770205
    18  -0.0064010519  0.2621612536 -0.0052800519
    19  -0.3093787566  0.0038951168 -0.0054190236
    20   0.3130976048 -0.0079241026 -0.0081171753
    21   0.0073952904 -0.1995118167  0.0001443040
    22  -0.0039941161  0.2142487504  0.0011486597
    23  -0.2668195629 -0.0022130895  0.0000933877
    24   0.2600040653 -0.0126892822  0.0030233998
    25   0.0012530418 -0.0082718536  0.0019405897
    26   0.0001840448 -0.0122998744  0.0027699234
    27  -0.2485820340  0.2058558311 -0.0580845427
    28   0.2591763128  0.2154670349  0.0610698674
    29   0.2529034581 -0.1936984305 -0.0567960194
    30  -0.2663602757 -0.2039021425  0.0645432137
    31   0.0026831151 -0.0079541687  0.0120064238
    32   0.0000928392 -0.0014334539 -0.0041456100
    33   0.0217405587  0.0005125047 -0.0018380160
    34  -0.0224959405  0.0007004911 -0.0019156621
    35   0.0122579564 -0.0089134162  0.0038610452
    36  -0.0125674963 -0.0088985199 -0.0048172185
    37   0.0123640903  0.0091959090 -0.0042940734
    38  -0.0126064829  0.0093390505  0.0036029432
 n=    42 A   IR&R
     hbarW=  0.82118962E-03 Ha =  0.22345706E-01 eV; nu=  0.18023029E+03 cm^-1
    17  -0.2168348177 -0.0055248598  0.2154779811
    18   0.2057175245  0.0077308978  0.2268554094
    19  -0.0124349735 -0.1814983524  0.2456153692
    20   0.0059020540  0.1795503129  0.2532288326
    21  -0.1622569327 -0.0040445876  0.0211755740
    22   0.1899133641  0.0085194796  0.0278522037
    23  -0.0136670589 -0.1361310384 -0.0335532415
    24   0.0039254518  0.1392694685 -0.0279272894
    25   0.0189765237 -0.0075536712 -0.0453148721
    26  -0.0070287841  0.0032627105 -0.1232083990
    27  -0.2095605778  0.1494411472 -0.1320491069
    28  -0.1950913487 -0.1362878838 -0.1249663817
    29   0.2006302459 -0.1529390739 -0.1346723126
    30   0.1848681788  0.1448376409 -0.1353275057
    31   0.0092705475 -0.0014304729 -0.3936058840
    32  -0.0022708554 -0.0004928319  0.1843068465
    33   0.0011011643 -0.0021477960 -0.0244358070
    34  -0.0001981028  0.0053866431 -0.0238312606
    35   0.0006563161 -0.0003416756 -0.0032149112
    36  -0.0000753865  0.0007554790 -0.0033576162
    37   0.0000821604  0.0001905092 -0.0019467093
    38  -0.0006579600  0.0012964726 -0.0016215298
 n=    43 A   IR&R
     hbarW=  0.83775685E-03 Ha =  0.22796523E-01 eV; nu=  0.18386638E+03 cm^-1
    17   0.0126433397 -0.2347687162  0.0081591402
    18  -0.0103109632 -0.2472310187  0.0073634293
    19  -0.0033048513 -0.1289836857 -0.1449809566
    20   0.0021636527 -0.1083531564  0.1283069889
    21   0.0101696277  0.3581212321 -0.0055364757
