 --- primitive lattice vectors ---
    22  -0.0111338829  0.3482676818 -0.0055066785
    23  -0.0025543845  0.0581476608 -0.1966732531
    24   0.0038332541  0.0787966869  0.2192975684
    25  -0.0014825211 -0.3791810490 -0.0249782414
    26   0.0006398552  0.2012281487  0.0220109241
    27   0.0668728936  0.0056326064 -0.2607342587
    28  -0.0454190046 -0.0074862289  0.2570523276
    29   0.0511845140  0.0024387989  0.2586819631
    30  -0.0710431528  0.0166881200 -0.2613375980
    31  -0.0028671517 -0.0158910227  0.0005764166
    32  -0.0001742651  0.0304126940 -0.0019346362
    33   0.0004803042  0.0182197151  0.0036255347
    34  -0.0001150467  0.0181104702 -0.0033616946
    35   0.0001066194  0.0054284180  0.0039825709
    36  -0.0000101092  0.0053896320 -0.0039218513
    37   0.0002471581  0.0056365039  0.0037590472
    38  -0.0001271855  0.0056495452 -0.0039722584
 n=    44 A   IR&R
     hbarW=  0.84280353E-03 Ha =  0.22933850E-01 eV; nu=  0.18497400E+03 cm^-1
    17   0.0150997584  0.0039119091 -0.0195167674
    18  -0.1502210197  0.0131766593  0.2024314049
    19  -0.2364088169 -0.1062700810 -0.0616848937
    20  -0.2370969623  0.1113155413 -0.0696980637
    21   0.1220516188 -0.0132244080 -0.2442473542
    22  -0.0513235328 -0.0071045020  0.0963536899
    23   0.3180461874 -0.1086403050  0.0913125540
    24   0.3166360832  0.1053086922  0.0814044003
    25   0.1310212267  0.0071663353 -0.2067418142
    26  -0.2909137037 -0.0065173242  0.1911890105
    27   0.0818978244  0.1473335888  0.2271016982
    28   0.0824138336 -0.1390586327  0.2115964602
    29  -0.0778539449 -0.0303205547 -0.2483390965
    30  -0.0718096673  0.0270107643 -0.2316103839
    31  -0.0167839907 -0.0012179210 -0.0226020655
    32   0.0604169355 -0.0020090376  0.0039588345
    33   0.0074509966 -0.0002724948 -0.0016386387
    34   0.0077517076 -0.0003524561 -0.0012768696
    35   0.0027594925  0.0003351556  0.0087582460
    36   0.0028959204 -0.0004225364  0.0089616928
    37   0.0029766448 -0.0005458919 -0.0101685573
    38   0.0031445403  0.0002366607 -0.0099499119
 n=    45 A   IR&R
     hbarW=  0.84382761E-03 Ha =  0.22961717E-01 eV; nu=  0.18519876E+03 cm^-1
    17   0.1807872504  0.0155496123  0.2299904163
    18  -0.0894321952  0.0131133537  0.0893778858
    19   0.1351914146 -0.1803224998 -0.0950215728
    20   0.1361702390  0.1886390690 -0.1062755333
    21   0.1196506503 -0.0169289806 -0.0183943694
    22  -0.1713611327 -0.0200410486 -0.2233229441
    23  -0.1869213567 -0.1843512253  0.1555359948
    24  -0.1847220150  0.1762788560  0.1371188953
    25  -0.0898211747  0.0135585835 -0.3505518934
    26   0.1831075049 -0.0095421737  0.3216876334
    27   0.1220292980  0.1148212551 -0.1466109680
    28   0.1281093049 -0.1126590052 -0.1718852644
    29  -0.1314088537 -0.1732082830  0.0965923798
    30  -0.1284069794  0.1795374644  0.1231657725
    31   0.0154818458 -0.0013776291 -0.0492027036
    32  -0.0347897388 -0.0030833768  0.0030052849
    33  -0.0043013876  0.0002880362  0.0051689746
    34  -0.0045630107 -0.0008155707  0.0054926713
    35  -0.0016807246 -0.0002996536 -0.0054672379
    36  -0.0018172385  0.0000504523 -0.0051771249
    37  -0.0016214128  0.0002624411  0.0059274221
    38  -0.0017651725 -0.0003114943  0.0062250015
 n=    46 A   IR&R
     hbarW=  0.89312882E-03 Ha =  0.24303271E-01 eV; nu=  0.19601912E+03 cm^-1
    17  -0.0312677748 -0.0016718217 -0.0446780361
    18   0.0264364665 -0.0023588684 -0.0521019817
    19   0.0053777010 -0.0367755902 -0.1055441201
    20   0.0044503778  0.0392588800 -0.1064949487
    21  -0.0175352151  0.0007519167 -0.0375287098
    22   0.0129164248 -0.0001858767 -0.0426454478
    23   0.0024066031 -0.0268009068 -0.0814010607
    24   0.0000904690  0.0305296930 -0.0806843476
    25  -0.0059174254 -0.0007205613  0.1130607540
    26   0.0040685544 -0.0040388282  0.1293546652
    27   0.0126225435  0.0017047959  0.0695766912
    28   0.0083999441  0.0010959294  0.0689475491
    29  -0.0108546834  0.0098011243  0.0759874349
    30  -0.0110178667 -0.0042390582  0.0746135286
    31   0.0106571999 -0.0016426577  0.0473788083
    32  -0.0056451393  0.0031545941  0.5047051475
    33   0.0058963448 -0.0355572186 -0.5421356177
    34   0.0049773379  0.0308048898 -0.5494323671
    35   0.0034683539 -0.0037163146 -0.1009961620
    36   0.0028802312  0.0019203388 -0.1037876317
    37  -0.0005134124 -0.0034720421 -0.1044362522
    38  -0.0011250751  0.0026501982 -0.1070171433
 n=    47 A   IR&R
     hbarW=  0.93339873E-03 Ha =  0.25399071E-01 eV; nu=  0.20485735E+03 cm^-1
    17  -0.0721551151  0.0006787685  0.2278733885
    18  -0.0672565087 -0.0011489102 -0.2288215731
    19   0.0887195480 -0.0010524218  0.0028148032
    20   0.0906432286 -0.0002763234  0.0020605622
    21   0.0266016736  0.0034376422 -0.1128915094
    22   0.0278405011 -0.0002994960  0.1148672842
    23   0.0005746973  0.0009407297  0.0001032505
    24  -0.0025801112 -0.0022058490  0.0008863178
    25  -0.2572023225 -0.0002119417  0.0000163016
    26  -0.2305834496 -0.0000983717 -0.0040721488
    27  -0.0755834208  0.3077162525 -0.0620754368
    28  -0.0777506789 -0.3098010059 -0.0605339930
    29  -0.0728989119  0.3112666109  0.0626139285
    30  -0.0745734334 -0.3117376637  0.0623538983
    31   0.5255142584  0.0017295955 -0.0048096930
    32   0.1501703148  0.0008153683 -0.0073745239
    33   0.0211053675  0.0007008394  0.0068308031
    34   0.0208650595 -0.0003604268  0.0071895323
    35   0.0049758764 -0.0001071162 -0.0103386126
    36   0.0048571842  0.0001066068 -0.0101921565
    37   0.0048353778  0.0002979896  0.0125741360
    38   0.0046976442 -0.0001074511  0.0127877649
 n=    48 A   IR&R
     hbarW=  0.93715318E-03 Ha =  0.25501235E-01 eV; nu=  0.20568135E+03 cm^-1
    17   0.0003948553 -0.0741056538 -0.0000124826
    18   0.0001365659 -0.0734563323 -0.0012330637
    19  -0.0012147719  0.0663153522 -0.2322330413
    20   0.0007812328  0.0678843279  0.2328174365
    21   0.0010715063  0.0129762601 -0.0004992188
    22   0.0001190379  0.0145849469  0.0006152479
    23  -0.0011642768 -0.0471598645  0.1159463335
    24   0.0003599376 -0.0469561254 -0.1158377558
    25  -0.0010185643  0.2333549041  0.0005183486
    26  -0.0013416790  0.2565957069  0.0010777675
    27  -0.3081693641  0.0744077891 -0.0639984984
    28   0.3090647106  0.0732293406  0.0635091678
    29  -0.3073446887  0.0719303475  0.0634791154
    30   0.3065267036  0.0693020546 -0.0634702958
    31   0.0008100035 -0.5268024793  0.0007538813
    32   0.0003637217 -0.1262138939 -0.0002854274
    33  -0.0001321190 -0.0414579653  0.0470407648
    34  -0.0000025393 -0.0413971264 -0.0480762731
    35   0.0002964411 -0.0107894332  0.0229444332
    36  -0.0003430537 -0.0107479870 -0.0234484326
    37  -0.0003667447 -0.0104689725  0.0231782937
    38   0.0003565145 -0.0104951331 -0.0233412194
 n=    49 A   IR&R
     hbarW=  0.97533987E-03 Ha =  0.26540348E-01 eV; nu=  0.21406236E+03 cm^-1
    17  -0.0195930556  0.2441959835 -0.0020346755
    18  -0.0167763309  0.2419135334  0.0047002555
    19   0.0203487556 -0.2426972784 -0.0274175313
    20   0.0173492626 -0.2373488723  0.0247287397
    21  -0.0187697860  0.2860803483  0.0051980860
    22  -0.0230573454  0.2923523167 -0.0051680156
    23   0.0187772230 -0.2695376934  0.0691046882
    24   0.0270762710 -0.2709218782 -0.0693654928
    25   0.0221393584  0.2995821524  0.0008090764
    26   0.0230834682  0.2699851682  0.0036271708
    27  -0.0664550121 -0.2321515479  0.0098721896
    28   0.0318678306 -0.2228152438 -0.0105087098
    29  -0.0671799865 -0.2353142770 -0.0088430500
    30   0.0323944103 -0.2239355585  0.0081126215
    31   0.0143406176  0.2149822621 -0.0015848274
    32   0.0041802902  0.0902007427  0.0019196758
    33   0.0003960865 -0.0046044132 -0.0087804418
    34   0.0002280760 -0.0043006226  0.0021943985
    35   0.0001113238 -0.0017312448 -0.0052598429
    36  -0.0000690208 -0.0017307660  0.0026943171
    37   0.0000177702 -0.0017096008 -0.0040298914
    38  -0.0000214906 -0.0016947783  0.0039024353
 n=    50 A   IR&R
     hbarW=  0.97646828E-03 Ha =  0.26571053E-01 eV; nu=  0.21431002E+03 cm^-1
    17   0.1376096396  0.0162790043  0.0236983444
    18   0.3154076005  0.0187292567 -0.0422179358
    19  -0.2375845023 -0.1109937697 -0.0078583524
    20  -0.2347896605  0.0763494042 -0.0051568739
    21   0.3582815725  0.0222750227 -0.0787074428
    22   0.1547297034  0.0188386071  0.0504365076
    23  -0.2806964491  0.0816377549 -0.0093251944
    24  -0.2846617598 -0.1202871245 -0.0196723372
    25  -0.2695042239  0.0219261979  0.0660358884
    26  -0.2788626387  0.0187188037  0.0660026475
    27   0.2118521820  0.0402689693  0.0104009324
    28   0.2178250980 -0.0735263239  0.0107179626
    29   0.2162564677  0.0394566538  0.0001759427
    30   0.2227522521 -0.0731009295  0.0037106125
    31  -0.1902728884  0.0171532289 -0.0450802836
    32  -0.0551626073  0.0064230590 -0.0265655945
    33  -0.0037446078  0.0003483042  0.0039660866
    34  -0.0037370406 -0.0010081044  0.0045859506
    35  -0.0001584450 -0.0000915560  0.0082632114
    36  -0.0001588426 -0.0001491037  0.0087496972
    37   0.0000765527  0.0000125420 -0.0082723602
    38   0.0000957024 -0.0002763096 -0.0077836682
 n=    51 A   IR&R
     hbarW=  0.97971259E-03 Ha =  0.26659335E-01 eV; nu=  0.21502206E+03 cm^-1
    17  -0.3559878645 -0.0068754304 -0.0383494126
    18   0.2158914290 -0.0083510457 -0.0169827423
    19   0.0714767885 -0.2885282857 -0.0186683136
    20   0.0697454060  0.3008240095 -0.0179389437
    21   0.2508860954 -0.0089778079 -0.0276344453
    22  -0.4119835678 -0.0071722089 -0.0690224270
    23   0.0874740776  0.3382564683 -0.0484832953
    24   0.0887526872 -0.3213087180 -0.0434867412
    25   0.0841057449 -0.0087131280  0.2138696238
    26   0.0873548600 -0.0066926776  0.2161568337
    27  -0.0716464649 -0.0077845710  0.0172200363
    28  -0.0745645462  0.0198457514  0.0177855967
    29  -0.0572421906 -0.0163651193  0.0206184580
    30  -0.0606089690  0.0282507883  0.0181926036
    31   0.0571296719 -0.0047507211 -0.1485057333
    32   0.0176138738 -0.0023866986 -0.0984896974
    33   0.0008859403  0.0028499362  0.0267234061
    34   0.0007589567 -0.0032662702  0.0258417319
    35  -0.0001786453  0.0003323647  0.0009193158
    36  -0.0002246059 -0.0004479998  0.0004787084
    37   0.0002019617  0.0003292083  0.0055474349
    38   0.0001382024 -0.0003608476  0.0050802957
 n=    52 A   IR&R
     hbarW=  0.10031206E-02 Ha =  0.27296300E-01 eV; nu=  0.22015953E+03 cm^-1
    17   0.0018291396  0.2790106196  0.0011716952
    18   0.0005345457 -0.2828462043 -0.0020178990
    19   0.2839425081  0.0032318989  0.0003853314
    20  -0.2862582702  0.0027401474 -0.0014148171
    21   0.0015322498 -0.3615962242 -0.0012888623
    22   0.0012961442  0.3572467951  0.0019236008
    23  -0.3684984023 -0.0003101036 -0.0000933343
    24   0.3655281321  0.0003348729  0.0007853588
    25  -0.0024046759 -0.0018844835 -0.0004519602
    26  -0.0023198667 -0.0020461899  0.0001464884
    27  -0.0141862892  0.0151385664  0.1942743456
    28   0.0174222141  0.0132882877 -0.1933586784
    29   0.0179758594 -0.0089511074  0.1933926954
    30  -0.0160559144 -0.0117342888 -0.1933513213
    31  -0.0002227881 -0.0013869225  0.0005351741
    32   0.0000495653 -0.0000088680 -0.0000288441
    33  -0.0054230147 -0.0001613370 -0.0007802322
    34   0.0055186614 -0.0001674901  0.0002354777
    35  -0.0026942514  0.0017668282 -0.0022385042
    36   0.0027400776  0.0017448288  0.0021876423
    37  -0.0027497192 -0.0018810762  0.0015531513
    38   0.0027770934 -0.0018974593 -0.0017848855
 n=    53 A   IR&R
     hbarW=  0.12354540E-02 Ha =  0.33618414E-01 eV; nu=  0.27115083E+03 cm^-1
    17  -0.0001819991 -0.0019985627 -0.0001693015
    18   0.0002256117 -0.0019078142 -0.0002052583
    19  -0.0000467409  0.0025900210 -0.0106503742
    20   0.0000750231  0.0030417575  0.0098252361
    21   0.0002723707 -0.0047479090  0.0003336496
    22  -0.0003131939 -0.0050052087  0.0002535151
    23   0.0002115434 -0.0037739688 -0.0015053420
    24  -0.0000651103 -0.0045787120  0.0017657063
    25  -0.0001276977  0.0435467302  0.0007722048
    26   0.0001146789  0.0055046336  0.0004987864
    27  -0.0233036066  0.0044294108 -0.0286424482
    28   0.0242646538  0.0051109162  0.0289910635
    29  -0.0240399457  0.0056286008  0.0280590042
    30   0.0231536870  0.0047766287 -0.0274181635
    31  -0.0000653403 -0.0251285640  0.0003092886
    32  -0.0002930918 -0.1659346104  0.0008017251
    33   0.0057138595  0.1137247501 -0.5950686999
    34  -0.0041298955  0.1140990118  0.5845749935
    35   0.0045512928  0.0121963718 -0.2447080200
    36  -0.0042573790  0.0119431387  0.2443485579
    37  -0.0004666606  0.0112424400 -0.2482474196
    38   0.0006261347  0.0114799604  0.2457586050
 n=    54 A   IR&R
     hbarW=  0.19847553E-02 Ha =  0.54007938E-01 eV; nu=  0.43560344E+03 cm^-1
    17  -0.0005836326 -0.0000028220  0.0035380963
    18  -0.0007267544 -0.0000134750 -0.0043826363
    19  -0.0061569809 -0.0000924797  0.0006319072
    20  -0.0061550973  0.0001279552  0.0005546365
    21   0.0097608515  0.0000068207  0.0097630145
    22   0.0100293959 -0.0000237958 -0.0105804183
    23   0.0019462914 -0.0002591865  0.0001798502
    24   0.0019567958  0.0002392294  0.0002017367
    25   0.0018356685  0.0000347835 -0.0003616899
    26   0.0143442702  0.0000348690 -0.0004208326
    27  -0.0140640571  0.0033125826 -0.0223868283
    28  -0.0139254117 -0.0033221106 -0.0224639679
    29  -0.0129656104  0.0027845502  0.0210381094
    30  -0.0129464239 -0.0028497405  0.0211039496
    31   0.0070959484  0.0000120935 -0.0002450087
    32   0.0928517789 -0.0002365801  0.0029028566
    33  -0.1058581089  0.0006853615  0.0043217604
    34  -0.1049992208  0.0001800085  0.0031150447
    35   0.0326624779 -0.0110352344  0.4871693024
    36   0.0331372956  0.0110491076  0.4883887426
    37   0.0411572123  0.0096428553 -0.4906956413
    38   0.0422563284 -0.0105329162 -0.4928889098
 n=    55 A   IR&R
     hbarW=  0.34729037E-02 Ha =  0.94502516E-01 eV; nu=  0.76221427E+03 cm^-1
    17  -0.0000306835 -0.0000017851 -0.0000744721
    18  -0.0000766145  0.0000084281  0.0000452725
    19  -0.0003222632 -0.0000042183  0.0000711222
    20  -0.0003225581  0.0000002897  0.0000597601
    21   0.0003631729  0.0000019335  0.0003278403
    22   0.0003928092 -0.0000109111 -0.0003936358
    23   0.0001406704 -0.0000084891  0.0000079005
    24   0.0001361722  0.0000230645 -0.0000070617
    25  -0.0005705432  0.0000346735  0.0000030103
    26   0.0005411316 -0.0000219320 -0.0000557455
    27  -0.0005236799  0.0002751980 -0.0016343753
    28  -0.0005127665 -0.0002801866 -0.0015811617
    29  -0.0005802631  0.0003100640  0.0015528920
    30  -0.0005374882 -0.0002951201  0.0015427239
    31   0.0007137043  0.0000230606 -0.0000379889
    32  -0.0014199156 -0.0000811476  0.0003665882
    33   0.1303364990 -0.0001534804  0.0043751396
    34   0.1349578386 -0.0011799632  0.0017198800
    35  -0.2262820560  0.4331857415  0.0344198627
    36  -0.2283529084 -0.4334360385  0.0362046857
    37  -0.2276653845 -0.4320134092 -0.0480819765
    38  -0.2254690815  0.4356485356 -0.0446535002
 n=    56 A   IR&R
     hbarW=  0.37713355E-02 Ha =  0.10262326E+00 eV; nu=  0.82771248E+03 cm^-1
    17  -0.0001115741  0.0000261730 -0.0009838236
    18   0.0000541727 -0.0000319505 -0.0011022883
    19   0.0000186332 -0.0004751181  0.0039142249
    20   0.0000147921  0.0005006874  0.0039679603
    21  -0.0006436697  0.0000584038 -0.0025939245
    22   0.0008398005  0.0000450594 -0.0025536888
    23   0.0000390116 -0.0002061794  0.0012314118
    24   0.0000648436  0.0003056108  0.0011176873
    25  -0.0000604620  0.0000270751  0.0002028066
    26   0.0001126842 -0.0000478703 -0.0040165241
    27   0.0039050574 -0.0028954686  0.0061227324
    28   0.0037435713  0.0028215416  0.0059297445
    29  -0.0033751995  0.0025261772  0.0051387888
    30  -0.0037621787 -0.0026410567  0.0055998824
    31  -0.0000709488  0.0000087547 -0.0034789139
    32  -0.0010807477  0.0010744434  0.0492042193
    33  -0.0009167841  0.0790631608  0.1808738150
    34  -0.0033059725 -0.0851945984  0.2154711322
    35  -0.0046695943 -0.0667216773 -0.4556102352
    36  -0.0044440100  0.0740114305 -0.4919482093
    37   0.0147513540 -0.0606872934 -0.4462961432
    38   0.0164512669  0.0673616041 -0.4869954498
 n=    57 A   IR&R
     hbarW=  0.38282703E-02 Ha =  0.10417253E+00 eV; nu=  0.84020824E+03 cm^-1
    17  -0.0000020967  0.0004630346 -0.0000401130
    18  -0.0000008619  0.0004496758 -0.0000459811
    19   0.0000340616 -0.0000613121  0.0007124282
    20  -0.0000199248 -0.0000078249 -0.0003417817
    21  -0.0000388725  0.0000129256 -0.0001246893
    22   0.0000337147  0.0000494476 -0.0001133649
    23   0.0000058986 -0.0006895452 -0.0013184036
    24  -0.0000021528 -0.0006541579  0.0014300143
    25  -0.0000128662 -0.0003663380  0.0000189070
    26  -0.0000029214  0.0008616972 -0.0001846264
    27  -0.0019842745  0.0011065097 -0.0034629487
    28   0.0023622439  0.0013601534  0.0040995327
    29  -0.0024057977  0.0014414632  0.0040552610
    30   0.0021324765  0.0012483803 -0.0036269602
    31   0.0000007145 -0.0004322190 -0.0001625952
    32  -0.0001215564 -0.0235827089  0.0022477988
    33  -0.0054618953  0.0692810803  0.3724280264
    34   0.0053598939  0.0618429226 -0.3536665682
    35  -0.0049509066 -0.0766770974 -0.4258309526
    36   0.0052332757 -0.0678437395  0.3815922465
    37   0.0179207347 -0.0713282485 -0.4563956037
    38  -0.0151785439 -0.0685762423  0.4132356228
 n=    58 A   IR&R
     hbarW=  0.40445328E-02 Ha =  0.11005733E+00 eV; nu=  0.88767235E+03 cm^-1
    17   0.0000023348 -0.0002934498 -0.0000276783
    18  -0.0000017596  0.0001832355 -0.0000297393
    19   0.0003978402  0.0000060265  0.0000618208
    20  -0.0004004113  0.0000232070 -0.0000096859
    21   0.0000028657 -0.0001655607 -0.0000100657
    22   0.0000026603  0.0002143888 -0.0000151933
    23   0.0004852774  0.0000313064  0.0000726439
    24  -0.0004842396  0.0000380381 -0.0000238545
    25   0.0000036676  0.0000210028 -0.0000036095
    26   0.0000058086 -0.0000331603 -0.0000071192
    27   0.0042482186 -0.0034199779  0.0058498428
    28  -0.0042725410 -0.0034240333 -0.0059138531
    29  -0.0041349560  0.0032263183  0.0053445137
    30   0.0041222608  0.0032278543 -0.0053286754
    31   0.0000069272  0.0000523026 -0.0000021762
    32   0.0000419079  0.0006167608 -0.0000082596
    33  -0.0963883145 -0.0016254343 -0.0106700954
    34   0.0953085776 -0.0020366531  0.0112253639
    35   0.0603695750 -0.0435596797  0.5038329715
    36  -0.0595364288 -0.0411281335 -0.5029638517
    37   0.0681333436  0.0472023884 -0.4753932817
    38  -0.0677294491  0.0472917395  0.4731232645
 n=    59 A   IR&R
     hbarW=  0.52691272E-02 Ha =  0.14338024E+00 eV; nu=  0.11564398E+04 cm^-1
    17   0.0000044181  0.0000044182 -0.0000002799
    18  -0.0000031762 -0.0000174948 -0.0000011944
    19  -0.0000677299  0.0000074710 -0.0000052201
    20   0.0000690159  0.0000053878  0.0000035999
    21  -0.0000013673  0.0000427404 -0.0000096336
    22   0.0000022067 -0.0000352707 -0.0000089514
    23  -0.0000247288 -0.0000040928 -0.0000072861
    24   0.0000241617  0.0000032819 -0.0000043039
    25   0.0000004360 -0.0000005493  0.0000068019
    26  -0.0000006103  0.0000029508 -0.0000093893
    27   0.0004284644 -0.0001262580  0.0019001673
    28  -0.0004115116 -0.0001282730 -0.0019090222
    29  -0.0003823456  0.0001061983  0.0017567189
    30   0.0003614509  0.0001034855 -0.0017609489
    31  -0.0000007494  0.0000129365 -0.0000053550
    32  -0.0000049417  0.0000177806  0.0000554705
    33   0.4178885790 -0.0002462014  0.0037338712
    34  -0.4168840381 -0.0002200554 -0.0039347287
    35  -0.1066472984  0.3828155538  0.0895700184
    36   0.1063864510  0.3763408941 -0.0888074185
    37  -0.1060989049 -0.3781226122 -0.0898780223
    38   0.1033899508 -0.3790751982  0.0897353724
 n=    60 A   IR&R
     hbarW=  0.56268698E-02 Ha =  0.15311491E+00 eV; nu=  0.12349552E+04 cm^-1
    17  -0.0001248343  0.0000123084 -0.0002810437
    18   0.0001117972  0.0000128811 -0.0002835608
    19   0.0000035529 -0.0000025277  0.0012902135
    20   0.0000160894  0.0000182056  0.0013039501
    21  -0.0002281570  0.0000003664 -0.0008287227
    22   0.0003137556  0.0000059911 -0.0008033221
    23   0.0000124217  0.0001250059  0.0003399530
    24   0.0000294747 -0.0000518325  0.0003442805
    25   0.0000240770  0.0000068631 -0.0002637195
    26   0.0000153956 -0.0000018671 -0.0019328330
    27   0.0010637543 -0.0003491482  0.0010241927
    28   0.0010345324  0.0003619677  0.0010281135
    29  -0.0009966844  0.0002979514  0.0009307011
    30  -0.0009909700 -0.0002553448  0.0009520527
    31  -0.0000071922 -0.0000094640 -0.0009324868
    32  -0.0002947069 -0.0000008311  0.0196158578
    33   0.0001410558  0.4490632805 -0.0181328284
    34   0.0002435213 -0.4469899513 -0.0178082632
    35  -0.1203831420  0.3633143033 -0.0140888818
    36  -0.1259141400 -0.3685163622 -0.0151506524
    37   0.1243384350  0.3656264631 -0.0125038063
    38   0.1231927111 -0.3664229218 -0.0132452802
 n=    61 A   IR&R
     hbarW=  0.62371577E-02 Ha =  0.16972169E+00 eV; nu=  0.13688979E+04 cm^-1
    17   0.0000006260  0.0001422232  0.0000009989
    18   0.0000010998  0.0001631618  0.0000019882
    19   0.0000070910  0.0001108583 -0.0002446878
    20  -0.0000026543  0.0001086715  0.0002323237
    21  -0.0000029925 -0.0000337395  0.0000060540
    22  -0.0000035374 -0.0000478802  0.0000054455
    23   0.0000197685 -0.0004704619 -0.0004241375
    24  -0.0000208073 -0.0004690699  0.0004277163
    25   0.0000021166 -0.0006892684 -0.0000031199
    26  -0.0000023404 -0.0005710703  0.0000063015
    27   0.0008401543 -0.0001750960  0.0008110412
    28  -0.0008602536 -0.0001912841 -0.0008411255
    29   0.0008583122 -0.0001613711 -0.0007693033
    30  -0.0008294756 -0.0001472761  0.0007517610
    31  -0.0000022495  0.0003346283  0.0000048378
    32   0.0000108798  0.0015792090 -0.0001081793
    33   0.0012169053  0.2194920204 -0.0241550097
    34   0.0002282114  0.2275263012  0.0250896575
    35   0.2657420490 -0.3856542469  0.0671120503
    36  -0.2698376315 -0.3838601227 -0.0683823266
    37  -0.2706203993 -0.3853695976  0.0624696516
    38   0.2687127470 -0.3851274497 -0.0629619193
 n=    62 A   IR&R
     hbarW=  0.67436986E-02 Ha =  0.18350537E+00 eV; nu=  0.14800708E+04 cm^-1
    17   0.0000647277  0.0000112503 -0.0002219168
    18  -0.0000862071  0.0000042498 -0.0002387680
    19   0.0000038615 -0.0000829584  0.0006408660
    20   0.0000020423  0.0001054763  0.0006450686
    21   0.0000027875  0.0000122914 -0.0007461702
    22   0.0000598972  0.0000154679 -0.0007506929
    23   0.0000146273 -0.0000525687  0.0000647985
    24   0.0000208010  0.0000806172  0.0000752769
    25   0.0000091125  0.0000039185 -0.0003648832
    26   0.0000192538  0.0000004251 -0.0000182120
    27   0.0001522433 -0.0005734102  0.0001540208
    28   0.0001440849  0.0005761616  0.0001431847
    29  -0.0001301569  0.0005445371  0.0001369982
    30  -0.0001267654 -0.0005282416  0.0001567141
    31  -0.0000132049 -0.0000093250 -0.0003445035
    32  -0.0001804457  0.0000001877  0.0086942598
    33   0.0022891192  0.5136851527 -0.0466415926
    34  -0.0011011631 -0.5119725266 -0.0469869804
    35   0.2457734070 -0.2319129006  0.0650399235
    36   0.2452214812  0.2275659204  0.0651267539
    37  -0.2492452145 -0.2309976172  0.0604923072
    38  -0.2449951153  0.2284618357  0.0600263563
 n=    63 A   IR&R
     hbarW=  0.13388572E-01 Ha =  0.36432156E+00 eV; nu=  0.29384519E+04 cm^-1
    17   0.0000029604  0.0000370493  0.0000037655
    18  -0.0000020857  0.0000362678  0.0000055539
    19   0.0000024094  0.0000140514  0.0000108574
    20  -0.0000026527  0.0000093697 -0.0000100514
    21   0.0000045181  0.0000165234  0.0000051402
    22  -0.0000039720  0.0000114255  0.0000064378
    23   0.0000034415 -0.0000325201  0.0000162374
    24  -0.0000021868 -0.0000401023 -0.0000074364
    25   0.0000020838 -0.0002743021 -0.0000131377
    26  -0.0000016523  0.0000469110  0.0000093158
    27  -0.0000349674  0.0001259490 -0.0003584468
    28   0.0000231417  0.0001302717  0.0004008283
    29  -0.0000209821  0.0001213459  0.0003550425
    30   0.0000299321  0.0001206550 -0.0003062019
    31  -0.0000019478  0.0000059085  0.0000123596
    32   0.0000070976  0.0000720665 -0.0000879810
    33  -0.0045028698 -0.1582872529  0.0312326335
    34   0.0044086703 -0.1229935289 -0.0249738588
    35   0.4709239236  0.2701619878 -0.0528714468
    36  -0.3832084984  0.2229168163  0.0427253546
    37  -0.4546567962  0.2651248003 -0.0590288312
    38   0.3675637736  0.2107766243  0.0473450819
 n=    64 A   IR&R
     hbarW=  0.13410351E-01 Ha =  0.36491421E+00 eV; nu=  0.29432319E+04 cm^-1
    17   0.0000374308 -0.0000012416  0.0000447639
    18  -0.0000328815  0.0000025522  0.0000497166
    19   0.0000020799  0.0000264594  0.0000016557
    20   0.0000043170 -0.0000232582  0.0000076164
    21   0.0000303802  0.0000054219  0.0000323577
    22  -0.0000246887  0.0000031873  0.0000352542
    23   0.0000039836  0.0000195646  0.0000116515
    24   0.0000051618  0.0000027059  0.0000144624
    25   0.0000052954  0.0000379975 -0.0001193084
    26  -0.0000036239 -0.0000022669  0.0000578234
    27  -0.0000294061 -0.0000064162  0.0002633847
    28  -0.0000461811 -0.0000220426  0.0001818043
    29   0.0000523295 -0.0000229093  0.0001513756
    30   0.0000605798  0.0000002775  0.0002146616
    31   0.0000004962 -0.0000069060  0.0000954797
    32   0.0000313416 -0.0000051809 -0.0008772850
    33  -0.0023622578 -0.1523434864  0.0269345176
    34  -0.0050042301  0.1818936076  0.0329076316
    35   0.3746121685  0.2159313727 -0.0434800557
    36   0.4677212480 -0.2734638930 -0.0539824316
    37  -0.3666592057  0.2151157342 -0.0491380274
    38  -0.4499783963 -0.2595551250 -0.0598125709
 n=    65 A   IR&R
     hbarW=  0.13718509E-01 Ha =  0.37329961E+00 eV; nu=  0.30108647E+04 cm^-1
    17   0.0000005206 -0.0000237331 -0.0000005754
    18  -0.0000008166  0.0000241671  0.0000015800
    19  -0.0000522876  0.0000010944 -0.0000019966
    20   0.0000492291  0.0000002768 -0.0000001754
    21  -0.0000001755 -0.0000271325 -0.0000017235
    22   0.0000017188  0.0000247009 -0.0000002050
    23  -0.0000524627 -0.0000007852 -0.0000015886
    24   0.0000514630  0.0000015232 -0.0000053905
    25  -0.0000034935  0.0000012442  0.0000018051
    26   0.0000038306 -0.0000037575 -0.0000011791
    27   0.0000459527  0.0000089831  0.0004003984
    28  -0.0000500006  0.0000056903 -0.0004242815
    29  -0.0000403751 -0.0000140168  0.0003877580
    30   0.0000332782 -0.0000119068 -0.0003763984
